accuracy,precision,f1,iou,sensitivity,specificity
0.8364049530029297,0.8107593833500967,0.7371714571202758,0.5837462744065378,0.675830264335888,0.918929197190695
0.8271316146850586,0.7785909401151504,0.7182295955360352,0.5603418467415762,0.6665540653610763,0.9064137607616352
0.8242656707763671,0.6541394910428794,0.678107611475565,0.5129824616302571,0.7038989527775815,0.8672118709593806
0.8283392333984375,0.6724717721991498,0.6891570406318783,0.5257357761330002,0.7066913603368524,0.8731658731754265
0.8271237945556641,0.6633141245300422,0.6846909615944436,0.5205552015550958,0.7074915176787578,0.8703236472580148
0.8276716995239258,0.7261762106068884,0.7045652122021075,0.5438831956950892,0.6842033265032493,0.8892552733740762
0.8357026672363281,0.7477963260214779,0.7203491781675081,0.5629263591891029,0.6948455382583435,0.897382563842204
0.8205120849609375,0.6452622441797623,0.6704653199720021,0.5042856948702408,0.6977172164632124,0.864037943312889
0.8290467834472657,0.7385525359893761,0.7097239556196147,0.5500559037042629,0.6830614099056939,0.8934030954795037
0.8216112899780273,0.7150572401847248,0.6940535660252374,0.5314563813408674,0.6742485815926483,0.8847965916623527
0.8305436706542969,0.6859124073716832,0.6961214716211047,0.5338852174263414,0.7066390292172283,0.8774648187324883
0.83881103515625,0.6953243030792996,0.7094145629141068,0.5496843080113669,0.7240876926867309,0.8816166578012861
0.8302391052246094,0.7230942282864289,0.7067994348112372,0.5465505149296535,0.6912228567452128,0.888694710723694
0.8330375289916992,0.7019906974336451,0.704098688103679,0.5433273981900334,0.7062193769719168,0.882668915820421
0.8259114456176758,0.6783806799530814,0.6880215290942676,0.5244152585974127,0.6979403517249356,0.8744624778747837
0.8369568252563476,0.694909094193506,0.7069273643801275,0.5467035222203438,0.7193686562656822,0.8811911678023892
0.8227049255371094,0.6691170731332485,0.6811116183848632,0.5164285529233039,0.6935440397088654,0.8712083523566917
0.8299471664428711,0.7083948900727735,0.7021660846394454,0.5410292305732932,0.6960458622754174,0.8841076055299697
0.8189283752441406,0.6932637615795085,0.6842255260153753,0.5200173278504951,0.675419924567178,0.8776721968306935
0.8305107116699219,0.7465741559699826,0.7137049392609035,0.5548532067368847,0.6836079198529701,0.8962136926854791
0.8267134857177735,0.7355080303151017,0.7060666354784002,0.5456746497447734,0.6788915230949694,0.8920668883177045
0.8356885147094727,0.7827999179827643,0.7294540946341321,0.5741265164473359,0.6829151632615619,0.9090318821464948
0.8253460311889649,0.7032650382120242,0.6950145226929109,0.5325841051711261,0.6869553480544688,0.8817869500701653
0.8320610427856445,0.7719807607300828,0.7223403834630269,0.5653621466262596,0.6786983111111111,0.9048520270688365
0.8258296585083008,0.7021275276346453,0.6952591058256152,0.5328713991643238,0.6885237601453946,0.8815218368114247
0.8225122833251953,0.7076778458963005,0.6929248426059097,0.5301338937444047,0.6787743913973723,0.8826642696275122
0.8319257736206055,0.7284910001451883,0.710396601398902,0.5508643992172378,0.6931792818627791,0.8906515730542294
0.833389892578125,0.7364748738634499,0.7144223144248253,0.5557208424204941,0.6936520167909636,0.89340364153071
0.8363291549682618,0.7448564314171309,0.7203252584730756,0.562897144952298,0.6973583905492731,0.8965271277991602
0.8361217498779296,0.7623128644789202,0.7247156336211195,0.5682776741621328,0.6906526793686907,0.9021926321732094
0.834750099182129,0.7320258028057066,0.7148583486268243,0.5562486811185344,0.6984776646977711,0.8922015861033744
0.836381950378418,0.784212167426782,0.730642798097697,0.5756006244757034,0.683924086617741,0.9096092057770907
0.837264518737793,0.741581538734473,0.7205920966840095,0.5632231087648958,0.7007581055717295,0.895616202430955
0.8405888748168945,0.7610610366498682,0.7298710521472768,0.5746432701822873,0.7011368931527592,0.902411986572741
0.8342097473144531,0.7382749661530613,0.7159244320079586,0.5575407319115007,0.6948874125330203,0.8941016728973201
0.8455433654785156,0.7747684570123321,0.7395040203610798,0.5866770162749086,0.7073100281375981,0.9076367132617202
0.8362548828125,0.7714989566528664,0.7272601234461061,0.5714130097151163,0.6878195829942576,0.9052748836801994
0.8346048355102539,0.7570620897705876,0.7214869088598207,0.5643171852205267,0.689105101623612,0.900242990335521
0.8355716705322266,0.7758974746806835,0.7275617809956709,0.5717855453642231,0.684895209529178,0.9066644934559727
0.8340754318237305,0.7476768860627723,0.7183272043003024,0.5604606781937268,0.6911947023749883,0.8971032105285264
0.8408479309082031,0.7634403992583938,0.730806122900639,0.575803378890258,0.7008474648636654,0.9032318777594309
0.8356028747558594,0.7844472727179587,0.7297660243656113,0.5745130726810758,0.6822113099023929,0.909585607297116
0.8319329833984375,0.7418107124701383,0.7141187486251891,0.5553535739491363,0.6884198769037453,0.8948893601241151
0.8386457443237305,0.7300403494063659,0.7191479232421784,0.5614605591791159,0.7085757554108765,0.8921722888832483
0.834324951171875,0.7200575414807832,0.7109585939576639,0.5515405406103099,0.7020867330675982,0.8883942907278745
0.8357661056518555,0.7831393647277086,0.7296328312047162,0.574347990980153,0.6829701706646264,0.9091586527086066
0.8402711868286132,0.7544493743759229,0.7277530398790387,0.5720218343534862,0.7028814463171025,0.9002048408582453
0.8435845947265626,0.7757017333488093,0.737302331398115,0.5839104242700383,0.7025253640719061,0.9076867287376305
0.8337032318115234,0.7462516950430934,0.7174870339563558,0.5594384251487868,0.6908575683939209,0.8965867569353416
0.8381404113769532,0.7661468062685218,0.7281756136986537,0.5725441511750661,0.6937904905048244,0.9037491304773132
0.8417593002319336,0.7382648555470761,0.7253041898579916,0.5690017838665279,0.7127907370240503,0.8952294329498028
0.8455857467651368,0.7534577261408909,0.7341488844323614,0.5799646383399134,0.7158049689606453,0.9006403151799324
0.8371870803833008,0.7543822399521809,0.723929716111663,0.5673117893677169,0.6958403806798131,0.8997389222735224
0.8307345199584961,0.7453943156555454,0.7136517634173353,0.5547889312720131,0.6845022926921058,0.8958648718389816
0.8459498977661133,0.785216083197076,0.7425801692189491,0.5905586591215861,0.7043359126070011,0.9112126023216973
0.8485175704956055,0.813734732479432,0.7524843218564413,0.6031862645415577,0.699809171810294,0.9214441088781296
0.8400520706176757,0.7605478222900577,0.7290745139924744,0.5736563803459341,0.7001025761683272,0.9021675922193867
0.8350317001342773,0.7343126870714872,0.7158407802380999,0.5574392717211702,0.6982754045553871,0.8929674533201358
0.8350646591186524,0.7289395066266934,0.7143852829131997,0.5556760306322527,0.7004008701322219,0.8912786358789142
0.8415150070190429,0.759323090885046,0.730568517756513,0.5755084287537656,0.7039122796362156,0.9019723686752156
0.8306779098510743,0.7919967948030946,0.725815782114735,0.5696317470635095,0.6698422728183817,0.9115463325813133
0.8460329818725586,0.7371716968279524,0.7304336547636532,0.5753410662659565,0.7238176737733973,0.8955149604037388
0.8273840713500976,0.7746939081442009,0.7175093201161247,0.55946552389846,0.6681866425064265,0.9051149185275114
0.8357800674438477,0.7519383042734296,0.721555219058908,0.5644007702293993,0.6935321149967797,0.8987378203738332
0.840573387145996,0.7097212667699566,0.7158625435637076,0.557465666915715,0.7221110300029709,0.8862129764958501
0.8371274566650391,0.7531629008703614,0.7235330683668039,0.5668247648539299,0.6961462995421972,0.8993327411404312
0.8353637313842773,0.7358190325552076,0.716666722468835,0.5584416262060431,0.6984861339854602,0.8934953698294074
0.8473701095581054,0.7656377709591851,0.7395121793699505,0.586687286673114,0.715110705283932,0.9048567554796813
0.8305215454101562,0.724098818097122,0.7074318172449158,0.5473071569323628,0.691514821077865,0.8890534270906545
0.8460724258422851,0.7517912286583643,0.7343327963305166,0.5801942202511873,0.7176668163749071,0.9001719825653488
0.8382431411743164,0.7166172392842068,0.7148768241043166,0.5562710544116317,0.7131448421748542,0.8879486542026344
0.8340010452270508,0.6987364303871971,0.7043363576900072,0.5436104978868366,0.710026769870348,0.8818488155216326
0.8479602813720704,0.7560515684043833,0.7378278607109169,0.5845699154209643,0.720461996557982,0.9018124403927441
0.8441301727294922,0.7156866591093257,0.7221121153348902,0.5650825271922276,0.7286539926688947,0.8885792551839534
0.8473798751831054,0.7688205897233374,0.7403228209005066,0.5877083694012316,0.7138621877316454,0.9059070334859814
0.837869987487793,0.71940911461693,0.7151996012658656,0.5566620324608592,0.7110390639968641,0.888748945300812
0.8446941375732422,0.7736192181320103,0.7381595709759443,0.5849864642131165,0.70580811668062,0.9071386754116028
0.8428396606445312,0.7253203141082183,0.7231394761841017,0.566341791210679,0.720971713301964,0.8913399608195628
0.8370956802368164,0.7051709548442812,0.7101306524736244,0.5505446375909817,0.715160610614552,0.8842846246446573
0.8406661987304688,0.7182941169888782,0.7184162427130586,0.5605690916635175,0.718538409972394,0.8888406592936028
0.8450833892822266,0.7580294725512551,0.7346952721286201,0.5806469034258622,0.7127547502917616,0.9020517752196927
0.8434290313720703,0.7852290247727371,0.7394684193815436,0.5866322040251758,0.6987476675089925,0.9108888373678674
0.843514175415039,0.7744629819034982,0.7369054034102781,0.583412679778599,0.7028220514848811,0.9072619646080381
0.8362862777709961,0.7043467382443647,0.7088680704028463,0.5490283790162485,0.7134478241170746,0.8839059123901585
0.8459339904785156,0.7744306279643455,0.7399076050892934,0.5871852001310787,0.7083312012379511,0.907576104472851
0.8415352630615235,0.7756209833090072,0.7347530805311352,0.580719122271861,0.6979763185046484,0.9073835967493644
0.8405009460449219,0.7113211690610604,0.7162280089147298,0.5579090476255427,0.7212030157813095,0.8866866260061137
0.8392224502563477,0.7591394822803542,0.727684300186164,0.5719369023683651,0.698732116215194,0.901587561079108
0.8488566207885743,0.7538928866224954,0.7384181112110881,0.5853112808396066,0.7235658435702841,0.9012411108879937
0.8488195037841797,0.8071852167302759,0.7513490350053299,0.6017286303931516,0.7027378866230142,0.9191648454670002
0.8333478927612304,0.695497261845687,0.7025478352751958,0.5414826491304282,0.7097428224596729,0.8807734526323524
0.83833740234375,0.7228690987931576,0.7167623760668977,0.5585577937389591,0.7107579669190983,0.8898907967398261
0.8399860000610352,0.7300798481737482,0.7208403902365137,0.5635265409684062,0.7118318679241662,0.8923882498635138
0.8494164276123047,0.7513047062983548,0.7384705875493847,0.5853772256604389,0.7260675805268799,0.9004882189381092
0.8424184036254883,0.7603612479076101,0.7319604024383004,0.5772378116943505,0.705604807444754,0.9024395638434716
0.8481512832641601,0.7536041277155571,0.7374436408413865,0.5840877007128854,0.721961702528842,0.9010491935339794
0.8411956024169922,0.7039470322877484,0.7149955082115316,0.5564147929291681,0.7263963266798827,0.8845715471478867
0.8359907531738281,0.7234476950716727,0.7139909605953964,0.5551990217160214,0.7047782683798823,0.8897065674434449
0.8523585510253906,0.7472810895404702,0.7412347619069268,0.5888586207145641,0.735285491879462,0.8996190663143535
0.8449217224121094,0.7464165653246927,0.7314703366459586,0.5766284839661714,0.7171109234866496,0.898283719246908
0.8481594085693359,0.7573422209604186,0.7384108902393149,0.5853022069756028,0.7204029331977485,0.9022580532181514
0.845924186706543,0.8046736073954635,0.7471998458790966,0.5964238138232116,0.697388888616275,0.9179326803315448
0.8396467971801758,0.6981955803710269,0.7113319548985515,0.5519900626096095,0.7249721233587916,0.8826050870599325
0.8388756561279297,0.685418874991524,0.7065310283320831,0.5462295917473904,0.7289851010124544,0.8787122399883782
0.8388093185424804,0.7649081896312905,0.7286747598808575,0.573161561562775,0.6957188066706966,0.903431747415239
0.8538539123535156,0.7792234596255867,0.7510897164937436,0.6013960541545824,0.7249167101953744,0.9102168854489691
0.8487239456176758,0.800834812514989,0.7497519518391218,0.5996825613461353,0.7047951729125775,0.916933061473441
0.8467573547363281,0.7480809058779423,0.7342375986909437,0.5800753742816127,0.720897326190565,0.8990791625152409
0.8345731735229492,0.7752847719579782,0.7262030516932129,0.5701089586205468,0.6829658563742717,0.9063194485969669
0.8507453918457031,0.8285176517025654,0.7585462740744352,0.6110145374197509,0.6994731790682431,0.9270109237916647
0.8407795715332032,0.7722401314756241,0.7329707147769621,0.5784954801955786,0.6975018376808778,0.9061465803906463
0.8391567230224609,0.7742154742689796,0.7314832870331394,0.5766445798907255,0.6932214959120155,0.9065877364191536
0.8387239074707031,0.7258819245686782,0.7180908125374411,0.5601729198609201,0.7104651731995024,0.8908858322465624
0.8430245971679687,0.7563055468267323,0.7316672028954528,0.5768732028106204,0.7085835109663468,0.901200856387427
0.8452157974243164,0.7522014496452053,0.7333553917566117,0.5789748655494186,0.7154306101693351,0.9001825015308016
0.8337500381469727,0.802213359939056,0.7319666623717958,0.5772455980856974,0.6730318832738127,0.9155470139036951
