accuracy,precision,sensitivity,f1,iou,specificity
0.8161363220214843,0.7829598853593062,0.7010198393991418,0.7397276444324636,0.5869585579375367,0.8845359253634278
0.8079123306274414,0.7051435934411269,0.7260030742327064,0.7154213165948259,0.5569307087506542,0.8487274926616616
0.816740608215332,0.7285500957104205,0.7393982806743927,0.7339341039772851,0.5796966068534851,0.8569116289766798
0.8208635330200196,0.7395426374629668,0.7412002020048606,0.7403704919832816,0.5877684567337518,0.8627491232442622
0.8261094284057617,0.7625910193493953,0.7356497798060102,0.7488781720303875,0.5985653477453169,0.8753457354197606
0.8219430541992188,0.7425882251514685,0.7437373048639958,0.7431623208304106,0.5912953861483756,0.8633847813461886
0.8208203887939454,0.7391341606162138,0.7423730696134508,0.7407500746219888,0.5882470665222592,0.8621066300604249
0.8247387313842773,0.7516895689765735,0.737421459002015,0.7444871581184354,0.5929745465627538,0.8709843304593112
0.8259237670898437,0.741857216071752,0.7500687466522395,0.7459403833121733,0.5948205120282255,0.8651232744949736
0.8253282165527344,0.7505886847066552,0.7407929527281789,0.7456586484255932,0.5944623028569278,0.8699798685524264
0.828436393737793,0.7508034146503075,0.7483352449534785,0.7495672980146353,0.5994463331169407,0.8702730454387396
0.8224776840209961,0.7364759523248825,0.7474676774949908,0.7419311064828147,0.589738058309825,0.8613601068711169
0.8275483703613281,0.7480955222686372,0.749163170929474,0.7486289659455092,0.5982469991493428,0.8684305380314956
0.8189706039428711,0.729108165205982,0.7373576432398645,0.7332097008562168,0.5787932709555712,0.8605217851452207
0.8129553604125976,0.7208408241151083,0.7300126461182369,0.7253977444844057,0.5691169471459725,0.8553834384012873
0.8306047821044922,0.7554895149711572,0.7448918671129533,0.7501532638447215,0.6001962017777545,0.8750345424368788
0.825026741027832,0.7595539449439713,0.7425507325865929,0.7509561040504866,0.6012247499753527,0.8704733593617013
0.8380150604248047,0.7710829144454568,0.7670722725744601,0.7690723647630956,0.6247908835153253,0.8764912843877731
0.8392497253417969,0.777294329877975,0.7561966669555059,0.7666003683241253,0.6215344553674881,0.8837948717407731
0.8350063705444336,0.7546310233813542,0.758191664675786,0.7564071537931487,0.6082434102932535,0.8742031328749069
0.8366642761230468,0.7756855919058324,0.7513457757674069,0.7633217039806083,0.6172354657129351,0.8827178880309272
0.8280471801757813,0.7629034356021662,0.7456688680735614,0.7541877043464262,0.605378279679578,0.8731421831987125
0.8377166748046875,0.7680036138416777,0.757983680409439,0.7629607506963533,0.6167635757117962,0.8796318902931991
0.8406917572021484,0.7817419606454978,0.7584546122984349,0.7699222373226032,0.6259134671671364,0.8852541563985263
0.8346801376342774,0.7639749294030352,0.7564757818691652,0.7602068620363677,0.6131723420287775,0.8761299949519572
0.8457255554199219,0.7764729275566576,0.7694877323845555,0.772964549183664,0.6299447572353492,0.8852264403745467
0.8429031753540039,0.7787771588414367,0.766077740763031,0.7723752522723651,0.6291623345831465,0.8838928441077989
0.8413164520263672,0.7772216827761156,0.7694694533500548,0.7733261404412185,0.6304252221689748,0.880306908531524
0.8444613265991211,0.789617878048079,0.7728145264510784,0.7811258455006789,0.6408584861835415,0.8846118268913116
0.8480249786376953,0.7917196165552586,0.7717518725992716,0.7816082364002828,0.6415081419222951,0.8895272553388767
0.8462714767456054,0.7878561181106694,0.7757780142466717,0.7817704182480802,0.6417266744777504,0.8850597143887984
0.8449106979370117,0.7795879884542989,0.7682206974723758,0.7738626015952204,0.6311385678326308,0.8853811919273473
0.8445377349853516,0.7914772261111275,0.7693451678391011,0.7802542835411276,0.6396860206292319,0.886604169080899
0.8448295593261719,0.7826787946822159,0.770865963809479,0.7767274680926718,0.6349586439921096,0.8846794621041821
0.8425122451782227,0.7837406130191504,0.7672071352752047,0.7753857487133549,0.6331673405716888,0.8838346651129549
0.8410161590576172,0.7710478008833525,0.771586315677036,0.7713169642857143,0.627759106185848,0.8779899353771918
0.8558918762207032,0.8024942107619011,0.7855417017718942,0.7939274710458809,0.6582750638838928,0.8943395758907436
0.8536351776123047,0.8056843996101937,0.777669797224343,0.7914292644365942,0.6548472846048596,0.8958273220281339
0.8544818496704102,0.8003106936902127,0.7889363731582766,0.7945828301345353,0.6591766319565682,0.8908316044254901
0.8559039306640625,0.8029495076065087,0.7852365760185295,0.7939942662506768,0.6583669082420085,0.894567603259117
0.8491949462890624,0.7976797038131064,0.7747032013845463,0.7860235801098465,0.6474784577619471,0.890650220917611
0.850835075378418,0.8002347640450429,0.7756817609733495,0.7877669928733151,0.6498478330832888,0.892541491274665
0.8544541549682617,0.8039844422605289,0.7778279910034978,0.7906899583930546,0.6538356014495476,0.8963396250949734
0.8489815902709961,0.7971301560784261,0.7764479447553156,0.786653132833566,0.6483332624170869,0.8895306442253647
0.8569376373291016,0.8104381299101661,0.7747599735856332,0.7921975464609861,0.655899931433114,0.9015723407239974
0.8612154388427734,0.811250064096012,0.7843342612604597,0.7975651422598319,0.6632917676378409,0.9023534755779308
0.8532030868530274,0.8051604255048284,0.7878258686813303,0.7963988315106528,0.6616800085947254,0.8906888213975885
0.8574408340454102,0.8102277260039644,0.7763029806830988,0.7929026473649348,0.6568671910629634,0.9014275927935316
0.8549789810180664,0.8010592438433703,0.7875014772823757,0.7942225053510206,0.6586808170459602,0.8921795538452462
0.8612935256958008,0.8223100544909887,0.784648680348181,0.803038043360798,0.6708968809798658,0.9044750020724505
0.8537807083129882,0.8076125210560693,0.7863759734581915,0.7968527810685635,0.662306963379162,0.8924716559251505
0.8594636535644531,0.8170398000906476,0.785650859647937,0.8010379512818746,0.6681095136733537,0.9009996996692308
0.8565213775634766,0.8062907344620136,0.795916617121083,0.8010700901540535,0.6681542295137045,0.8910517160508044
0.8670436859130859,0.8252836539781255,0.7902846102430784,0.8074050292619339,0.6770152894089868,0.9088586266074239
0.864061279296875,0.8205214290842352,0.7925859327775253,0.806311790039935,0.675479395131925,0.9037448802030246
0.8642416000366211,0.8208220524261839,0.7937782583474092,0.8070736699856433,0.6765494646898526,0.903488641439147
0.8613665390014649,0.8193865656418476,0.787920654635243,0.8033456094206411,0.6713263376167469,0.9025688513605208
0.8588572692871094,0.803524564156044,0.7935484632144443,0.7985053558770878,0.6645933544381253,0.8944001416610405
0.8617745971679688,0.8105169181873597,0.7946110892334052,0.8024851952310765,0.6701254899190384,0.8984795039568672
0.862335090637207,0.8076171592266876,0.7928400582225784,0.8001603898707628,0.6668894601542417,0.8993652358139946
0.8621134567260742,0.826266641386799,0.7865337376598776,0.8059107601869234,0.6749166924182995,0.9053632980267154
0.8622866439819336,0.8106529621587881,0.7914448753524187,0.8009337726671054,0.6679645831145101,0.9004398301249389
0.8665945434570312,0.8191270072754537,0.8001263875932133,0.809515219036495,0.67998787719178,0.9030632897692552
0.861328239440918,0.8213972765523802,0.7872550954809597,0.8039638676722658,0.67219028417443,0.9032110796559126
0.8565055847167968,0.810070392551922,0.7899305126837182,0.7998736980766887,0.6664912657899578,0.8944476361132633
0.8721101760864258,0.831190008599416,0.7977085400663197,0.8141051741014413,0.6864901982219119,0.9123586532287058
0.8697466659545898,0.8311264142977608,0.7971577426948557,0.8137877574628724,0.6860389130045599,0.9100558731143424
0.8683263397216797,0.8151200093883776,0.7975742510264612,0.8062516832141327,0.6753950325014421,0.9053463876949224
0.8683872985839843,0.827948705555081,0.7986879089705577,0.8130551279487934,0.6849982228270809,0.9073117205879521
0.8705636596679688,0.8239933829253525,0.7998834960627442,0.8117594583619042,0.6831608836059585,0.9084402043411479
0.8712913131713867,0.8332560627104328,0.8022159201572929,0.8174414310684723,0.6912481567885909,0.910012128762765
0.8705593872070313,0.8281757830232748,0.8051464479146869,0.816498762240237,0.6899010632095146,0.9069833763523186
0.8646572494506836,0.8155867395784604,0.7955210245284812,0.8054289267495994,0.6742411102907805,0.9022340396780671
0.8757978820800781,0.8443005641708337,0.8058321532537298,0.8246179648882999,0.7015744160237517,0.9155556135181994
0.8678767013549805,0.8325335331668675,0.7910408440268538,0.8112569870624395,0.6824494261864918,0.9109008624516592
0.8769969940185547,0.8373776080578529,0.8117533678798718,0.8243664129122783,0.7012103277470983,0.913002080416692
0.8765450668334961,0.8386585482323484,0.8053393249688086,0.8216612930254308,0.6973048480560216,0.9154183658124497
0.8753645706176758,0.8349836020013262,0.8106554076232203,0.8226396776939814,0.6987153058485366,0.9112223850338319
0.878488655090332,0.8447598086575816,0.8079268018889669,0.8259328613394518,0.7034800942318593,0.9176336876796929
0.8709335327148438,0.8231939552365509,0.8034609032437963,0.8132077377952065,0.6852148970742774,0.9072126506244241
0.8756697845458984,0.8423470626710776,0.799699878179533,0.8204696548492069,0.6955901204426551,0.9175298782387259
0.8784122848510743,0.840086686578508,0.8079245240432903,0.8236917710686699,0.7002346415760344,0.9166256246890967
0.8794574737548828,0.837650850017711,0.8153995838847056,0.8263754578046126,0.7041225094516096,0.9142251192270037
0.8668681335449219,0.8291947861546455,0.7976521877169812,0.8131177004874937,0.6850870560808509,0.9063281418125902
0.8715534591674805,0.820381535586733,0.8111345381733719,0.815731832124078,0.6888066860626315,0.9041592743270013
0.8742707061767578,0.8333787105572603,0.8076676091899238,0.8203217454693895,0.6953775254556951,0.9109851008759109
0.8802850341796875,0.8423927132243725,0.8153265325968465,0.8286386632590858,0.7074150710528078,0.9160387756013332
0.8782204818725586,0.8434508404262202,0.8115160839009303,0.8271753506661977,0.705284759436167,0.915598515907189
0.8662386322021485,0.8190944172565366,0.803735969647312,0.8113425173685613,0.6825704874817419,0.9010714586352784
0.8802385330200195,0.8457628758224938,0.8195421783147085,0.8324461009318141,0.7129830165409767,0.9148282251100813
0.8869286727905273,0.8607267940581054,0.8210134980457375,0.8404012431280957,0.7247345154069798,0.9244262860595568
0.8731986236572266,0.8384445444909315,0.8098975760192464,0.8239238635721967,0.7005701740320752,0.909790566517732
0.8746796798706055,0.8375479165468492,0.8113736399843956,0.824253038621837,0.7010462843600982,0.9106298598487912
0.8810781478881836,0.8430327073562662,0.8217310669500195,0.8322456035881709,0.7126889062849351,0.9143144391612993
