dataset;accuracy;precision;f1/dice;jaccard;sensitivity/recall;specificity
284_ORCA512_512x512_Epoch-400_Images-100_Batch-1_L1Loss_Adam_GlassBlur;0,8002669525146484;0,6218951088424755;0,6158354790578106;0,4652115988950501;0,66510099695486;0,8593880972321623
288_ORCA512_512x512_Epoch-400_Images-100_Batch-1_L1Loss_Adam_Morphological;0,7878903198242188;0,5768875810215488;0,6581865922330101;0,5129774767132735;0,8371774050187442;0,7807745658261058
300_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_AdvancedBlur;0,8475202941894531;0,6721579112979589;0,7253375569494033;0,59399325431212;0,8462899213454707;0,8575663080556343
301_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_ChannelDropout;0,8580966186523438;0,6945104870631335;0,735677005832439;0,6051533616323032;0,8361043387353457;0,8770405571679271
302_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_ChannelShuffle;0,8549788665771484;0,6847797186799746;0,7365610779550199;0,6085033731940708;0,8543837023499313;0,8665016536289094
303_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_ChromaticAberration;0,8531155014038085;0,6777142553977079;0,7302195769279279;0,6011515232835994;0,844043747946703;0,8646837222369572
304_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_ColorJitter;0,8355062484741211;0,6553065920673382;0,715684551296637;0,5802898473210899;0,8524781545684482;0,8430453527537355
305_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_Emboss;0,8447811508178711;0,6841507435826825;0,7078811648529375;0,5716305547875512;0,7891245838081989;0,8752901235122246
306_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_FancyPCA;0,8579026794433594;0,6923169521392879;0,7307323669649547;0,6008709886185382;0,8195812340191886;0,8783810015725098
307_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_GaussNoise;0,8631373977661133;0,6947438452876996;0,7338996710576521;0,6049569867020278;0,8118414060797206;0,8799435937332842
308_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_ImageCompression;0,844657096862793;0,6887761764744863;0,6948859092821179;0,5574592761941579;0,7447939608641242;0,8859545730997483
309_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_InvertImg;0,4771243667602539;0,0007289204630817231;0,0005596111225876737;0,00028056072976810257;0,00047952116531712626;0,6593941507165385
311_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_PlanckianJitter;0,8586720657348633;0,6925708280183435;0,7347963466637303;0,6054252237641303;0,8273737184345095;0,876347639651734
312_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_Posterize;0,8327209091186524;0,6306755860297725;0,7222992428386064;0,5886866467218262;0,9088076666135261;0,8123461809981175
313_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RGBShift;0,8545365142822265;0,6934425751178452;0,7219301638390957;0,5900098132897227;0,8000603167514453;0,8800622139727591
314_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomBrightnessContrast;0,8412397003173828;0,6612502143721841;0,7206322307170261;0,588404019907464;0,8540471053487941;0,8472170714617918
315_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomFog;0,7940473175048828;0,6095418953506823;0,630458576441942;0,48171342923876276;0,7201995912586071;0,8345740541767657
316_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomGamma;0,8553431701660156;0,6914664439619255;0,725661938452737;0,5950088961322948;0,8123367636954097;0,8776634395139975
317_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomRain;0,7876485443115234;0,6142825123573716;0,5563407105088836;0,40453954894681055;0,5415397520386527;0,8829278144050356
318_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomShadow;0,8592313766479492;0,6851534330589562;0,7392795152200229;0,6106987661495209;0,850927367047106;0,8685235293693103
320_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomSunFlare;0,8302335739135742;0,6719456060653343;0,677408742783368;0,5329923698877537;0,733534273897544;0,8780256066205334
321_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomToneCurve;0,8492810440063476;0,6783948676755098;0,7249573048969933;0,5938321676094312;0,8369009934012118;0,8661414141296379
322_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_Solarize;0,6601224899291992;0,4264772354161147;0,4555279399534783;0,31378906761674846;0,5533368774145601;0,7148084640272704
323_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_Spatter;0,845642204284668;0,6773119223881469;0,7141161380954226;0,5806204875264568;0,8112551948131751;0,8685566933170082
324_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_Superpixels;0,8507154846191406;0,6851282435090756;0,7151655185304162;0,582470232713855;0,796026294518813;0,8764143013631975
325_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_ToGray;0,8209447097778321;0,6340339284048094;0,6891987627568588;0,5459760493765955;0,8163266295687397;0,8323756468121131
326_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_ToSepia;0,7715277862548828;0,5564615061175311;0,660480612739509;0,5173980972941262;0,894446261032759;0,7350339799862817
327_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_UnsharpMask;0,8514060592651367;0,6839143865590559;0,7210421085066442;0,588370361662211;0,8102336877180919;0,8722285340945731
328_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_Affine;0,8599735260009765;0,7084524128448707;0,7308640435494621;0,5981263658939475;0,8081585094511371;0,8892914270850883
329_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_CoarseDropout;0,848583641052246;0,686658476190428;0,7185846101776697;0,585656914363703;0,8112787906942658;0,8745996970092738
330_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_D4;0,8627383422851562;0,7057606443542109;0,7314753879994985;0,6006183133166888;0,8001677125691331;0,8802137282614657
332_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_Lambda;0,8464765930175782;0,6599473251604283;0,7283814358473909;0,5984901452971385;0,8690614198517866;0,8446402662757803
319_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomSnow;0,8605534744262695;0,7021777650194306;0,7358003836070582;0,6044777968512403;0,8227386738990693;0,8811862142616878
331_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_GridDropout;0,8310862350463867;0,6374343534282196;0,7129579513537375;0,5777235119400366;0,8708251072890366;0,8241342258995479
338_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_RandomGridShuffle;0,8566555786132812;0,7051224493342656;0,7163241465413036;0,5846062163894564;0,7682038439841267;0,8920633669185214
336_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_PiecewiseAffine;0,8631583404541016;0,7249088013362318;0,7165077082586662;0,5845777872708218;0,7454431953997398;0,9043906813301119
341_ORCA512_512x512_Epoch-400_Images-100_Batch-1_BCELoss_Adam_XYMasking;0,8580769729614258;0,7075954789120441;0,7260863048264955;0,5941572824715737;0,7951809622700133;0,8903576247942024
