model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,time,transformations
OCDC__Size-640x640_Epoch-75_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,75,0.18858309255641265,0.9260707135881702,51785789,266841805,13757274,11679132,2024-10-13 10:44:52.606511,84646.92933678627,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-75_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,75,0.16951032828397325,0.9327532823350697,6342329,62427705,4588566,369400,2024-10-13 10:44:52.606559,84646.92933678627,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-76_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,76,0.2322206400041025,0.9100159040178577,49413181,263690531,16266422,14693866,2024-10-13 11:03:40.581154,85774.90398454666,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-76_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,76,0.19139375895028934,0.9207238769531251,5380554,62502576,5550341,294529,2024-10-13 11:03:40.581185,85774.90398454666,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-77_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,77,0.20671823499772776,0.9177643810453875,50795459,264974225,14886170,13408146,2024-10-13 11:22:35.150231,86909.47306013107,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-77_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,77,0.163511626068632,0.9362841254340282,6640845,62389511,4290050,407594,2024-10-13 11:22:35.150261,86909.47306013107,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-78_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,78,0.1987719253203111,0.9198475632440481,50664136,265822296,15034283,12543285,2024-10-13 11:41:28.603479,88042.92630887032,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-78_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,78,0.160216161112314,0.9325049099392364,6279852,62471870,4651043,325235,2024-10-13 11:41:28.603509,88042.92630887032,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-79_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,79,0.1860575046238193,0.9278497895740325,53078048,266161662,13012736,11811554,2024-10-13 12:00:26.095248,89180.41807866096,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-79_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,79,0.2434219519361957,0.9064144287109375,4207751,62620372,6723144,176733,2024-10-13 12:00:26.095285,89180.41807866096,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-80_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,80,0.19504644129178597,0.9225265357607882,51204107,266204063,14304552,12351278,2024-10-13 12:19:18.735838,90313.05866789818,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-80_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,80,0.19618324891586478,0.9043711615668403,4032315,62645162,6898580,151943,2024-10-13 12:19:18.735868,90313.05866789818,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-81_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,81,0.20086766390827723,0.920194016229539,50960625,265645009,14952616,12505750,2024-10-13 12:38:13.579049,91447.90188074112,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-81_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,81,0.23351554240022476,0.8850698106553819,2509269,62745158,8421626,51947,2024-10-13 12:38:13.579079,91447.90188074112,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-82_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,82,0.18836976124259222,0.924667012532553,50734324,267410307,14724520,11194849,2024-10-13 12:57:04.781914,92579.10474348068,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-82_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,82,0.1698185847108511,0.9330268961588541,6462146,62328061,4468749,469044,2024-10-13 12:57:04.781945,92579.10474348068,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-83_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,83,0.18798015193051903,0.9239339512416296,52321586,265570825,13408972,12762617,2024-10-13 13:15:59.602307,93713.92513799667,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-83_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,83,0.22290942223658528,0.8954458550347226,3298822,62720610,7632073,76495,2024-10-13 13:15:59.602337,93713.92513799667,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-84_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,84,0.19107473078280843,0.9248906947544637,52043646,266177946,13649731,12192677,2024-10-13 13:34:52.484523,94846.80735397339,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-84_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,84,0.20898226835156997,0.8976960584852434,3832257,62353078,7098638,444027,2024-10-13 13:34:52.484554,94846.80735397339,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-85_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,85,0.19547912933554645,0.9238358067103798,52427128,265431515,13967137,12238220,2024-10-13 13:53:43.892711,95978.21554088593,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-85_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,85,0.17158205191824688,0.9341431070963544,6818426,62054077,4112469,743028,2024-10-13 13:53:43.892741,95978.21554088593,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-86_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,86,0.18547031047464338,0.9260459652855279,53327827,265291252,13225184,12219737,2024-10-13 14:12:33.117475,97107.4403064251,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-86_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,86,0.16673004816920084,0.9318363037109377,6267987,62434440,4662908,362665,2024-10-13 14:12:33.117505,97107.4403064251,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-87_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,87,0.1940260235833453,0.9225878557477671,52209150,265220118,13742630,12892102,2024-10-13 14:31:29.929033,98244.2518620491,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-87_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,87,0.16454491801559926,0.9367012803819443,6542186,62518926,4388709,278179,2024-10-13 14:31:29.929063,98244.2518620491,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-88_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,88,0.18468349573633444,0.9274926234654021,52627488,266489334,13174165,11773013,2024-10-13 14:50:20.611381,99374.9342110157,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-88_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,88,0.1970720209110166,0.912115939670139,4864937,62383547,6065958,413558,2024-10-13 14:50:20.611411,99374.9342110157,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-89_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,89,0.1784486916270994,0.9303120378766749,52702904,267383977,13450397,10526722,2024-10-13 15:09:06.488050,100500.81087899208,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-89_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,89,0.15020021812265946,0.945238254123264,7475952,62214574,3454943,582531,2024-10-13 15:09:06.488081,100500.81087899208,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-90_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,90,0.189502865133164,0.9270019269670766,53399409,265548582,12716928,12399081,2024-10-13 15:28:05.915093,101640.23792409897,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-90_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,90,0.17316639317723456,0.9289284803602429,6086234,62401805,4844661,395300,2024-10-13 15:28:05.915124,101640.23792409897,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-91_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,91,0.1871511915706963,0.926323431105842,52388056,266326489,13278018,12071437,2024-10-13 15:46:52.780249,102767.10307979584,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-91_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,91,0.20156913423011752,0.902866387261285,3881314,62685219,7049581,111886,2024-10-13 15:46:52.780283,102767.10307979584,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-92_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,92,0.19049176983743174,0.9270597330729173,51901282,267066598,13991630,11104490,2024-10-13 16:05:41.261879,103895.58470964432,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-92_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,92,0.14253904175065044,0.9416958279079864,7298790,62130560,3632105,666545,2024-10-13 16:05:41.261910,103895.58470964432,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-93_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,93,0.16952084249725366,0.9348911365327387,54051320,267611064,11900801,10500815,2024-10-13 16:24:40.232194,105034.55502414703,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-93_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,93,0.20074681470804434,0.9242207573784722,5756043,62384905,5174852,412200,2024-10-13 16:24:40.232225,105034.55502414703,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-94_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,94,0.17913553933751591,0.9287231154668895,52659814,266880376,13296356,11227454,2024-10-13 16:43:27.153949,106161.47677922249,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-94_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,94,0.20183436692394835,0.9117639973958335,4550603,62671933,6380292,125172,2024-10-13 16:43:27.153980,106161.47677922249,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-95_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,95,0.17581040428970784,0.9349003092447921,53575261,268090279,12361938,10036522,2024-10-13 17:02:21.512058,107295.83488869667,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-95_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,95,0.18510767703474912,0.918868665907118,5060489,62685860,5870406,111245,2024-10-13 17:02:21.512090,107295.83488869667,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-96_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,96,0.16801091966862303,0.9348794003441223,53961550,267696796,12163336,10242318,2024-10-13 17:21:08.020666,108422.34349608421,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-96_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,96,0.15005124555577318,0.9466661376953127,7355106,62440695,3575789,356410,2024-10-13 17:21:08.020696,108422.34349608421,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-97_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,97,0.18167571125148763,0.9304570370628729,52550677,267586093,12888154,11039076,2024-10-13 17:39:56.493043,109550.81587290764,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-97_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,97,0.1493269413353927,0.9383637017144096,6609955,62573724,4320940,223381,2024-10-13 17:39:56.493073,109550.81587290764,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-98_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,98,0.17038143889145604,0.9326667218889515,53569143,267327900,12300232,10866725,2024-10-13 17:58:48.544914,110682.86774373055,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-98_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,98,0.16816927410836796,0.9280535346137152,5793008,62630523,5137887,166582,2024-10-13 17:58:48.544944,110682.86774373055,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-99_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,99,0.16639640990580942,0.9345791684105285,53847742,267707305,12166679,10342274,2024-10-13 18:17:42.414085,111816.7369146347,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-99_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,99,0.19672997740045603,0.9243525254991318,5649318,62501345,5281577,295760,2024-10-13 18:17:42.414115,111816.7369146347,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-100_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,100,0.18513132640551444,0.9268388962518606,52046937,266844961,13730053,11442049,2024-10-13 18:36:39.385803,112953.70863294601,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-100_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,100,0.21934684947935038,0.9286443413628471,6041053,62426037,4889842,371068,2024-10-13 18:36:39.385834,112953.70863294601,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-101_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,101,0.1691536942628556,0.9331204223632814,53247468,267805677,12462073,10548782,2024-10-13 18:55:31.577106,114085.89993524551,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-101_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,101,0.14830756519028607,0.9445727539062506,7524559,62116901,3406336,680204,2024-10-13 18:55:31.577137,114085.89993524551,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-102_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,102,0.17256463822053603,0.9339075055803574,53161764,268162188,12550415,10189633,2024-10-13 19:14:19.567241,115213.89007115364,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-102_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,102,0.1628927847603336,0.9329152832031252,6816121,61965857,4114774,831248,2024-10-13 19:14:19.567276,115213.89007115364,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-103_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,103,0.17094475856616295,0.9334015531994049,53837652,267312220,12044652,10869476,2024-10-13 19:33:10.514114,116344.83694434166,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-103_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,103,0.17714495158838367,0.9231338433159723,6358332,61702480,4572563,1094625,2024-10-13 19:33:10.514146,116344.83694434166,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-104_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,104,0.19507181253436665,0.9221598336356024,51991770,265290231,13639963,13142036,2024-10-13 19:51:54.518616,117468.84144592285,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-104_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,104,0.24774139507790097,0.8855081515842014,2606571,62680174,8324324,116931,2024-10-13 19:51:54.518647,117468.84144592285,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-105_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,105,0.17781054707496272,0.9304660121372783,52826501,267313357,12842596,11081546,2024-10-13 20:10:46.779628,118601.1024594307,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-105_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,105,0.16653777816552773,0.9303422037760417,6005668,62586602,4925227,210503,2024-10-13 20:10:46.779658,118601.1024594307,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-106_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,106,0.16921513638205526,0.9327574143182676,53305688,267622559,12359527,10776226,2024-10-13 20:29:36.466466,119730.78929543495,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-106_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,106,0.14504063160857186,0.9419657524956597,7049085,62400166,3881810,396939,2024-10-13 20:29:36.466497,119730.78929543495,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-107_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,107,0.16092563789445974,0.9372951253255213,54820623,267668887,11060426,10514064,2024-10-13 20:48:29.473775,120863.796605587,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-107_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,107,0.1494749469139303,0.9406575249565975,6885704,62467094,4045191,330011,2024-10-13 20:48:29.473806,120863.796605587,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-108_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,108,0.16395529686699212,0.9364087001255589,54314883,267869640,11289007,10590470,2024-10-13 21:07:17.590191,121991.91302108765,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-108_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,108,0.17061781448622546,0.9266494140625005,5720309,62599699,5210586,197406,2024-10-13 21:07:17.590221,121991.91302108765,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-109_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,109,0.16689522768921008,0.9373229341052833,54201770,268297308,11630413,9934509,2024-10-13 21:26:11.336775,123125.65960526466,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-109_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,109,0.15082664055904996,0.9479348415798612,7486946,62402394,3443949,394711,2024-10-13 21:26:11.336806,123125.65960526466,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-110_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,110,0.167361235668345,0.9374935564313627,54586385,267971398,11430373,10075844,2024-10-13 21:45:04.307871,124258.6307015419,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-110_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,110,0.21741230993971436,0.9304447835286458,6217448,62382385,4713447,414720,2024-10-13 21:45:04.307901,124258.6307015419,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-111_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,111,0.15999017829606255,0.9378685738699789,54991103,267695710,11329432,10047755,2024-10-13 22:04:00.762653,125395.08548259735,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-111_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,111,0.19712507012946945,0.93700153266059,6865735,62217514,4065160,579591,2024-10-13 22:04:00.762684,125395.08548259735,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
