model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,time,transformations
OCDC__Size-640x640_Epoch-178_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,178,0.1081268855090861,0.9611154242621528,8763216,62097902,2167679,699203,2024-10-14 19:07:31.352140,201205.674939394,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-179_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,179,0.12222561905279387,0.9521092819940482,57944347,269642181,8151308,8326164,2024-10-14 19:26:23.783474,202338.10630464554,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-179_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,179,0.13197794857219883,0.9551158311631945,8156966,62261814,2773929,535291,2024-10-14 19:26:23.783504,202338.10630464554,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-180_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,180,0.13810817270773224,0.9432529907226572,55982807,268556590,10025696,9498907,2024-10-14 19:45:17.381142,203471.70397138596,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-180_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,180,0.09530107233836639,0.9618465576171876,8881118,62033905,2049777,763200,2024-10-14 19:45:17.381173,203471.70397138596,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-181_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,181,0.12764175437051953,0.9503302844819574,57511133,269463306,8687828,8401733,2024-10-14 20:04:09.110282,204603.43310761452,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-181_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,181,0.18181413513617978,0.9306619601779512,6222656,62393189,4708239,403916,2024-10-14 20:04:09.110312,204603.43310761452,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-182_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,182,0.14168087096747642,0.9443848935081849,56507818,268421026,9574696,9560460,2024-10-14 20:23:01.568137,205735.8909676075,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-182_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,182,0.13196864316527757,0.9462261962890623,7322462,62440903,3608433,356202,2024-10-14 20:23:01.568168,205735.8909676075,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-183_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,183,0.12205351030431866,0.9504991542271202,57353596,269678945,8531155,8500304,2024-10-14 20:41:56.641627,206870.9644293785,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-183_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,183,0.10300422182060881,0.962532457139757,8775697,62189896,2155198,607209,2024-10-14 20:41:56.641658,206870.9644293785,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-184_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,184,0.12574820076623014,0.95164435686384,56753992,270672572,8654503,7982933,2024-10-14 21:00:49.112716,208003.4355456829,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-184_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,184,0.10743879075081268,0.9631345350477433,8992453,62017530,1938442,779575,2024-10-14 21:00:49.112746,208003.4355456829,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-185_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,185,0.1258488326683402,0.9488589099702379,57431078,269037114,8573133,9022675,2024-10-14 21:19:43.762992,209138.0858221054,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-185_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,185,0.10382485312648997,0.9646306559244794,9261597,61858692,1669298,938413,2024-10-14 21:19:43.763022,209138.0858221054,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-186_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,186,0.1149761986115447,0.9540073213123144,58005974,270233601,7859776,7964649,2024-10-14 21:38:34.108677,210268.43150639534,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-186_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,186,0.12391676575065907,0.9546349283854169,8102814,62280510,2828081,516595,2024-10-14 21:38:34.108708,210268.43150639534,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-187_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,187,0.12343850700841964,0.9505774071103053,57089575,269969890,8631568,8372967,2024-10-14 21:57:29.767026,211404.0898551941,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-187_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,187,0.1491598849146006,0.9470010172526043,7456816,62363675,3474079,433430,2024-10-14 21:57:29.767057,211404.0898551941,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-188_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,188,0.1174161048042671,0.9525627586728055,57635278,270107275,8153548,8167899,2024-10-14 22:16:24.791928,212539.11475896835,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-188_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,188,0.13927577730177695,0.9463242458767365,7298688,62471906,3632207,325199,2024-10-14 22:16:24.791960,212539.11475896835,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-189_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,189,0.12253258991849655,0.9513556838262646,57165344,270161898,8335363,8401395,2024-10-14 22:35:22.693441,213677.01627087593,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-189_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,189,0.1312607692032341,0.9546935085720487,8037909,62349734,2892986,447371,2024-10-14 22:35:22.693472,213677.01627087593,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-190_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,190,0.12696703337171042,0.9505206095377604,57547901,269492022,8182607,8841470,2024-10-14 22:54:13.437587,214807.76041650772,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-190_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,190,0.16525003051970594,0.9440048285590278,7280745,62318843,3650150,478262,2024-10-14 22:54:13.437617,214807.76041650772,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-191_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,191,0.12399898410537086,0.9496872645786834,57418389,269334810,8571172,8739629,2024-10-14 23:12:58.155133,215932.47796297073,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-191_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,191,0.09646702088163389,0.9671586507161459,9365400,61941273,1565495,855832,2024-10-14 23:12:58.155163,215932.47796297073,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-192_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,192,0.11566777677386805,0.9537130621047258,58178113,269960218,7770217,8155452,2024-10-14 23:31:53.903577,217068.2264060974,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-192_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,192,0.0903977234635224,0.9653594563802083,9233398,61940624,1697497,856481,2024-10-14 23:31:53.903608,217068.2264060974,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-193_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,193,0.11232721708559741,0.9555822201683408,58387242,270394199,7236674,8045885,2024-10-14 23:50:43.914764,218198.23759388924,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-193_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,193,0.10088792779424693,0.9605377061631941,8824672,61993852,2106223,803253,2024-10-14 23:50:43.914795,218198.23759388924,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-194_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,194,0.1195098134434721,0.9515003429594503,57253207,270123807,8268243,8418743,2024-10-15 00:09:35.881899,219330.20472955704,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-194_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,194,0.15548266280893586,0.9400487331814236,6945404,62362509,3985491,434596,2024-10-15 00:09:35.881930,219330.20472955704,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-195_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,195,0.116567574830125,0.9525214000883562,58014698,269713625,8079362,8256315,2024-10-15 00:28:29.483551,220463.80638074875,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-195_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,195,0.10260962607976075,0.9613356526692709,8784170,62093185,2146725,703920,2024-10-15 00:28:29.483582,220463.80638074875,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-196_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,196,0.11303816876366216,0.9537818748837423,58039819,270122188,7658461,8243532,2024-10-15 00:47:23.871699,221598.1945285797,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-196_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,196,0.1379974624519592,0.9581626247829861,8737082,61906332,2193813,890773,2024-10-15 00:47:23.871730,221598.1945285797,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-197_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,197,0.11870439943682175,0.9512982352120539,57736431,269571045,8004694,8751830,2024-10-15 01:06:19.780291,222734.1031150818,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-197_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,197,0.09476280021776297,0.9662034912109376,9630954,61605297,1299941,1191808,2024-10-15 01:06:19.780322,222734.1031150818,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-198_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,198,0.11426643593894412,0.9536457141694566,58335633,269779526,7433354,8515487,2024-10-15 01:25:09.778002,223864.10083270073,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-198_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,198,0.18371827604682445,0.9356587999131941,6471615,62512637,4459280,284468,2024-10-15 01:25:09.778033,223864.10083270073,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-199_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,199,0.12620564869142809,0.9495085710797989,57241834,269449883,8541887,8830396,2024-10-15 01:43:58.245799,224992.56862854958,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-199_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,199,0.12136727782304256,0.9494200846354164,7978076,62020768,2952819,776337,2024-10-15 01:43:58.245829,224992.56862854958,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-200_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,200,0.13475302375771295,0.9443819521949408,56915249,268012583,9137365,9998803,2024-10-15 02:02:44.473349,226118.7961792946,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-200_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,200,0.1186110682175139,0.9464330240885416,7317680,62460934,3613215,336171,2024-10-15 02:02:44.473380,226118.7961792946,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-201_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,201,0.13790817183776416,0.94787161109561,56821187,269307311,9355784,8579718,2024-10-15 02:21:33.371789,227247.6946194172,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-201_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,201,0.10730155579480602,0.9563079969618056,8210564,62296112,2720331,500993,2024-10-15 02:21:33.371818,227247.6946194172,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-202_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,202,0.12214436645306359,0.9514892519996286,57372719,270000479,8473035,8217767,2024-10-15 02:40:25.883051,228380.20587468147,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-202_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,202,0.1071995798794281,0.9541689860026042,8101326,62247645,2829569,549460,2024-10-15 02:40:25.883099,228380.20587468147,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-203_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,203,0.13626998429158232,0.9456864304315482,56848381,268528275,8960206,9727138,2024-10-15 02:59:21.574200,229515.89702892303,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-203_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,203,0.09972119268479421,0.9535762532552082,8248466,62056804,2682429,740301,2024-10-15 02:59:21.574232,229515.89702892303,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-204_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,204,0.11688161635108935,0.9522508457728804,57671430,269963805,8175289,8253476,2024-10-15 03:18:16.831182,230651.15401244164,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-204_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,204,0.13052554825860876,0.9560367431640622,8317790,62168887,2613105,628218,2024-10-15 03:18:16.831212,230651.15401244164,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-205_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,205,0.12270518375551633,0.9513206787109384,58365060,268950138,7765185,8983617,2024-10-15 03:37:07.026710,231781.3495402336,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-205_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,205,0.12205224312807937,0.9502988552517362,7951431,62112203,2979464,684902,2024-10-15 03:37:07.026742,231781.3495402336,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-206_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,206,0.1178849885669652,0.952866582961311,57782562,270064526,8226803,7990109,2024-10-15 03:55:56.319871,232910.64270091057,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-206_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,206,0.08972767840694157,0.964517388237847,9160265,61951673,1770630,845432,2024-10-15 03:55:56.319900,232910.64270091057,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-207_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,207,0.11289810452059706,0.9551637776692713,58115678,270521792,7681746,7744784,2024-10-15 04:14:39.248765,234033.57159495354,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-207_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,207,0.0899815951038262,0.9668703884548615,9285277,62000143,1645618,796962,2024-10-15 04:14:39.248796,234033.57159495354,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-208_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,208,0.10830261586358704,0.9565889195033483,58518925,270608885,7134436,7801754,2024-10-15 04:33:36.892712,235171.21554255486,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-208_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,208,0.10583980530282133,0.9603797336154514,8734195,62072682,2196700,724423,2024-10-15 04:33:36.892743,235171.21554255486,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-209_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,209,0.1115427622042868,0.9570142008463537,58124272,271149862,7221817,7568049,2024-10-15 04:52:31.032032,236305.35486221313,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-209_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,209,0.10176497226752367,0.9577353922526042,8492728,62119187,2438167,677918,2024-10-15 04:52:31.032063,236305.35486221313,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-210_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,210,0.12735684336831105,0.9500770060221364,57774970,269112325,8458039,8718666,2024-10-15 05:11:23.475654,237437.79848217964,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-210_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,210,0.14516996701713653,0.9406307237413197,6979565,62371257,3951330,425848,2024-10-15 05:11:23.475685,237437.79848217964,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-211_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,211,0.12837809755371946,0.9483720703124999,57547658,268753030,8696679,9066633,2024-10-15 05:30:17.473291,238571.7961218357,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-211_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,211,0.1946666082654297,0.929162353515625,5999898,62505384,4930997,291721,2024-10-15 05:30:17.473322,238571.7961218357,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-212_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,212,0.11949530989998797,0.9520498860677075,57578973,269987119,8600241,7897667,2024-10-15 05:49:04.392014,239698.71484446526,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-212_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,212,0.0978567728718594,0.9650213216145835,9621094,61527998,1309801,1269107,2024-10-15 05:49:04.392046,239698.71484446526,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-213_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,213,0.12122868129594107,0.9515372081938255,57486495,269903203,8563487,8110815,2024-10-15 06:07:58.117992,240832.44082164764,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-213_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,213,0.09190916756694302,0.9669356960720488,9239458,62050777,1691437,746328,2024-10-15 06:07:58.118022,240832.44082164764,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-214_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,214,0.10834917288839711,0.9565071585518977,58898214,270201465,6910516,8053805,2024-10-15 06:26:48.844752,241963.16758179665,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-214_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,214,0.0853342306438814,0.9705234239366323,9602301,61952450,1328594,844655,2024-10-15 06:26:48.844783,241963.16758179665,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-215_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,215,0.10772944548428183,0.9576012486049108,59035345,270440771,6879649,7708235,2024-10-15 06:45:36.404581,243090.7274107933,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
