model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,time,transformations
ORCA__Size-640x640_Epoch-35_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,35,0.25630574423030794,0.8919022869921228,625310549,902105653,84985043,100136355,2024-10-20 16:13:35.348812,251336.534044981,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-35_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,35,0.34504580675349755,0.8524215470092463,656825280,907724230,98755108,172112982,2024-10-20 16:13:35.348845,251336.534044981,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-36_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,36,0.2551319463627025,0.8931988728305883,627650367,901986287,82857616,100043330,2024-10-20 18:13:46.037079,258547.22231197357,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-36_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,36,0.3466373435590525,0.8510417334997777,664613320,897403656,90967068,182433556,2024-10-20 18:13:46.037111,258547.22231197357,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-37_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,37,0.24685492946615847,0.8960253135463999,627432457,907044583,82929377,95131183,2024-10-20 20:13:59.413161,265760.59839224815,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-37_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,37,0.3459690557251365,0.8541505802276272,665716722,902006286,89863666,177830926,2024-10-20 20:13:59.413193,265760.59839224815,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-38_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,38,0.2506607089764034,0.8953770504075367,626989182,906377683,83416145,95754590,2024-10-20 22:14:09.966962,272971.1521937847,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-38_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,38,0.3486206167786141,0.8564607471346039,623654333,948308796,131926055,131528416,2024-10-20 22:14:09.966994,272971.1521937847,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-39_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,39,0.25229441887263365,0.8946355023095574,624873134,907223802,84824639,95616025,2024-10-21 00:14:31.913120,280193.098351717,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-39_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,39,0.33418197799212124,0.8561721327070201,661561625,909871776,94018763,169965436,2024-10-21 00:14:31.913153,280193.098351717,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-40_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,40,0.25284405969087986,0.8932799951370419,623544070,906231509,86468732,96293289,2024-10-21 02:14:45.638389,287406.82362031937,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-40_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,40,0.3441149175394251,0.8518303523950074,674791316,888673105,80789072,191164107,2024-10-21 02:14:45.638420,287406.82362031937,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-41_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,41,0.2432982783181104,0.8973937179539898,628728257,908092227,80297755,95419361,2024-10-21 04:14:33.769478,294594.9547100067,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-41_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,41,0.3483120064905607,0.8579289617795964,618247697,956410219,137332691,123426993,2024-10-21 04:14:33.769510,294594.9547100067,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-42_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,42,0.24737226402269968,0.8954495550929822,627628191,905862841,82109329,96937239,2024-10-21 06:14:48.780810,301809.9660422802,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-42_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,42,0.36255583831222793,0.8499596031987494,643022264,917008551,112558124,162828661,2024-10-21 06:14:48.780842,301809.9660422802,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-43_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,43,0.24739422665027283,0.8948904006545607,625834217,906699242,83175024,96829117,2024-10-21 08:14:52.154640,309013.3398706913,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-43_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,43,0.3622576978010444,0.8446396247916563,675776379,874490054,79804009,205347158,2024-10-21 08:14:52.154672,309013.3398706913,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-44_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,44,0.24549874568644744,0.8963185491518556,630336072,904643145,80020410,97537973,2024-10-21 10:14:54.440711,316215.6259422302,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-44_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,44,0.33553927906967,0.8594539847498477,654061225,923395745,101519163,156441467,2024-10-21 10:14:54.440742,316215.6259422302,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-45_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,45,0.24062248490916963,0.8995809365003137,632176098,908390080,77409954,94561468,2024-10-21 12:15:17.566396,323438.7516272068,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-45_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,45,0.3490800860358073,0.8513910327546181,653128735,909529351,102451653,170307861,2024-10-21 12:15:17.566428,323438.7516272068,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-46_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,46,0.24263582921623572,0.8978598513691041,629366020,908252735,79808124,95110721,2024-10-21 14:15:15.539060,330636.7242920399,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-46_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,46,0.3527611634329076,0.8528709869623156,653010151,912364269,102570237,167472943,2024-10-21 14:15:15.539092,330636.7242920399,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-47_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,47,0.24440190579709448,0.8971102100181604,629720141,906614825,79735765,96466869,2024-10-21 16:15:17.123432,337838.3086645603,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-47_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,47,0.34139321734902217,0.8563404584330022,646054458,925687891,109525930,154149321,2024-10-21 16:15:17.123463,337838.3086645603,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-48_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,48,0.2442415113397356,0.8967422677318146,629355699,906349152,81305993,95526756,2024-10-21 18:15:09.018503,345030.20373415947,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-48_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,48,0.34007974974108585,0.8564329093281012,639535678,932376357,116044710,147460855,2024-10-21 18:15:09.018535,345030.20373415947,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-49_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,49,0.2460192915613954,0.8958285383047945,628849983,905290072,81392171,97005374,2024-10-21 20:15:14.593633,352235.7788655758,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-49_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,49,0.33175266372568657,0.8629525694860931,654169967,929708367,101410421,150128845,2024-10-21 20:15:14.593665,352235.7788655758,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-50_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,50,0.23839465792511277,0.8999527368041444,633595241,907607659,77517868,93816832,2024-10-21 22:15:18.037133,359439.22236537933,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-50_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,50,0.3470508176336658,0.8603271059403614,656479794,922579718,99100594,157257494,2024-10-21 22:15:18.037166,359439.22236537933,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-51_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,51,0.23835574524948577,0.8996364085670316,633158601,907502575,77302819,94573605,2024-10-22 00:15:25.128334,366646.31356430054,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-51_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,51,0.35434468545543796,0.8557459446831076,631868801,938782367,123711587,141054845,2024-10-22 00:15:25.128366,366646.31356430054,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-52_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,52,0.2363882307172313,0.9007921315129064,634594464,908045931,76552898,93344307,2024-10-22 02:15:18.398937,373839.584168911,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-52_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,52,0.34098331606458465,0.8602014473436452,636744326,942084550,118836062,137752662,2024-10-22 02:15:18.398971,373839.584168911,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-53_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,53,0.23547662087279905,0.9014310307697793,634103318,909631216,77081073,91721993,2024-10-22 04:15:01.318106,381022.5033378601,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-53_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,53,0.34459505885159003,0.8565346670970148,665568326,906530477,90012062,173306735,2024-10-22 04:15:01.318139,381022.5033378601,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-54_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,54,0.23872653715735373,0.9001211973389672,633160764,908330631,78008691,93037514,2024-10-22 06:14:54.886392,388216.0716238022,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-54_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,54,0.3432829167965706,0.8578816956969347,670934666,903636497,84645722,176200715,2024-10-22 06:14:54.886425,388216.0716238022,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-55_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,55,0.23229962322842357,0.902583201092926,635048707,910658962,74703268,92126663,2024-10-22 08:14:58.851382,395420.0366151333,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-55_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,55,0.349557795725003,0.8576394848779927,652494241,921632364,103086147,158204848,2024-10-22 08:14:58.851414,395420.0366151333,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-56_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,56,0.23730236642835387,0.9013561121227375,634137007,909469226,75241875,93689492,2024-10-22 10:15:11.146803,402632.33203458786,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-56_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,56,0.35580808843434675,0.8528549955062023,657770530,907574539,97809858,172262673,2024-10-22 10:15:11.146836,402632.33203458786,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-57_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,57,0.23284485816578115,0.9029736380678589,634303916,912072391,75989366,90171927,2024-10-22 12:15:15.996897,409837.18212866783,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-57_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,57,0.3541846995907438,0.8520273653254741,651156090,912669932,104424298,167167280,2024-10-22 12:15:15.996929,409837.18212866783,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-58_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,58,0.23200707902693135,0.9029729612943971,634271826,912103322,75923357,90239095,2024-10-22 14:15:22.283091,417043.46832203865,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-58_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,58,0.35140392223185585,0.8559460539116548,626194643,944823809,129385745,135013403,2024-10-22 14:15:22.283124,417043.46832203865,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-59_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,59,0.2340905675619437,0.9021993315650413,634712216,910338062,76399809,91087513,2024-10-22 16:15:13.803083,424234.98831391335,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-59_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,59,0.3285042069650957,0.8615426244141937,658405379,922885117,97175009,156952095,2024-10-22 16:15:13.803116,424234.98831391335,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-60_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,60,0.2341309170055405,0.9016619483274423,633143701,910986288,75832403,92575208,2024-10-22 18:15:18.515686,431439.7009174824,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-60_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,60,0.3604770011809559,0.859061449557856,626853461,949883043,128726927,129954169,2024-10-22 18:15:18.515718,431439.7009174824,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-61_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,61,0.2317953171316034,0.9026935239261328,633638769,912257832,76416831,90224168,2024-10-22 20:15:26.538466,438647.7236981392,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-61_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,61,0.35012530703953876,0.8574774541771851,653988085,919841126,101592303,159996086,2024-10-22 20:15:26.538498,438647.7236981392,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-62_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,62,0.23030958213701735,0.9022231908951986,630654695,914436443,77941967,89504495,2024-10-22 22:15:40.907380,445862.0926065445,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-62_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,62,0.33841155148224555,0.8593200490177284,638548131,938663011,117032257,141174201,2024-10-22 22:15:40.907428,445862.0926065445,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-63_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,63,0.22580408528775153,0.9056659900489197,637118032,913869029,73685089,87865450,2024-10-23 00:15:58.030367,453079.2155981064,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-63_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,63,0.34376540067884176,0.8607503251576126,630905896,948930400,124674492,130906812,2024-10-23 00:15:58.030400,453079.2155981064,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-64_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,64,0.2264303326936088,0.9055618370072586,636455054,914353641,73881769,87847136,2024-10-23 02:15:52.560086,460273.7453172207,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-64_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,64,0.33107321463657063,0.862219316737511,654983166,927549343,100597222,152287869,2024-10-23 02:15:52.560119,460273.7453172207,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-65_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,65,0.23145852370423867,0.9026133359057349,632760433,912998843,77013574,89764750,2024-10-23 04:15:52.795430,467473.9806625843,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-65_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,65,0.3489319248300788,0.8554364946702028,652907054,917176144,102673334,162661068,2024-10-23 04:15:52.795462,467473.9806625843,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-66_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,66,0.2249922021948013,0.9053970096773356,636659369,913867053,73314685,88696493,2024-10-23 06:15:46.802390,474667.9876205921,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-66_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,66,0.3465125737754394,0.8566658421494894,654075472,918264092,101504916,161573120,2024-10-23 06:15:46.802422,474667.9876205921,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-67_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,67,0.22919166795884902,0.9047605868624443,638138785,911297739,73230791,89870285,2024-10-23 08:15:51.652856,481872.8380866051,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-67_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,67,0.35102290568829225,0.8531776599505183,631622977,934314316,123957411,145522896,2024-10-23 08:15:51.652889,481872.8380866051,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-68_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,68,0.22474311148341058,0.9052623124887869,636238121,914057627,74131833,88110019,2024-10-23 10:15:58.484699,489079.66993021965,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-68_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,68,0.35320544617985894,0.8552505974662115,653671054,916070945,101909334,163766267,2024-10-23 10:15:58.484731,489079.66993021965,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-69_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,69,0.22220332777467097,0.9080147203775272,639186501,915822849,70628387,86899863,2024-10-23 12:16:03.349136,496284.5343673229,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-69_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,69,0.34851329135643044,0.856796891889888,670988014,901592081,84592374,178245131,2024-10-23 12:16:03.349168,496284.5343673229,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-70_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,70,0.22013387296651082,0.9075218401044168,637047637,917117637,73349677,85022649,2024-10-23 14:16:02.394373,503483.57957816124,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-70_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,70,0.37108624480261315,0.8560931277982756,625049209,946239185,130531179,133598027,2024-10-23 14:16:02.394406,503483.57957816124,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-71_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,71,0.224499479257681,0.9052794782432813,635340266,914984879,74980479,87231976,2024-10-23 16:16:14.523654,510695.7088854313,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
