model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,time,transformations
ORCA__Size-640x640_Epoch-71_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,71,0.3647741690419695,0.8544444212586821,638167942,930094387,117412446,149742825,2024-10-23 16:16:14.523686,510695.7088854313,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-72_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,72,0.21964572271880337,0.9080164166906473,636339310,918672945,73161944,84363401,2024-10-23 18:16:12.942916,517894.12814736366,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-72_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,72,0.34236252584711424,0.8628290809677314,636979378,946672303,118601010,133164909,2024-10-23 18:16:12.942946,517894.12814736366,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-73_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,73,0.22927274302317951,0.9032674628574606,635022406,911857087,75762170,89895937,2024-10-23 20:16:16.714123,525097.8993551731,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-73_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,73,0.36883098686415733,0.8558115580890167,630128907,940642689,125451481,139194523,2024-10-23 20:16:16.714155,525097.8993551731,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-74_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,74,0.22522115729068365,0.9064854932236253,636984429,915406062,73640500,86506609,2024-10-23 22:16:27.113187,532308.298418045,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-74_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,74,0.35779801972591374,0.854102438594902,659957934,907676714,95622454,172160498,2024-10-23 22:16:27.113219,532308.298418045,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-75_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,75,0.21886529034507923,0.9087769395544939,639670560,916644119,71340918,84882003,2024-10-24 00:16:40.635496,539521.8207280636,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-75_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,75,0.35448678846741616,0.8591873309921411,641525467,935442082,114054921,144395130,2024-10-24 00:16:40.635529,539521.8207280636,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-76_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,76,0.2176148812568336,0.9080707652783803,639466269,915639060,71219944,86212327,2024-10-24 02:16:30.975236,546712.1604671478,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-76_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,76,0.3643725718904363,0.8548698394305486,622819773,946223376,132760615,133613836,2024-10-24 02:16:30.975274,546712.1604671478,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-77_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,77,0.22209409257333348,0.9063065867867663,636463756,915620351,72981366,87472127,2024-10-24 04:16:30.678519,553911.8637509346,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-77_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,77,0.3704480765739909,0.8510964338578867,665140355,896977019,90440033,182860193,2024-10-24 04:16:30.678551,553911.8637509346,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-78_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,78,0.22135489414868115,0.9070912907255299,637199335,916228607,72391878,86717780,2024-10-24 06:16:36.445986,561117.6312162876,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-78_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,78,0.3442278754021586,0.8601193123570375,636484087,942194037,119096301,137643175,2024-10-24 06:16:36.446018,561117.6312162876,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-79_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,79,0.21724476611909507,0.9094279862818788,639757578,917672043,69923003,85184976,2024-10-24 08:16:42.781219,568323.9664514065,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-79_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,79,0.3668378522639142,0.85466526200904,654110957,914556707,101469431,165280505,2024-10-24 08:16:42.781251,568323.9664514065,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-80_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,80,0.21620680224528818,0.9100093650498524,642472433,915952821,69146057,84966289,2024-10-24 10:16:39.158895,575520.3441269398,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-80_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,80,0.3510984655520992,0.8540794503659563,652168977,915423478,103411411,164413734,2024-10-24 10:16:39.158926,575520.3441269398,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-81_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,81,0.21760874022610802,0.9094414616064507,637735238,919717460,71862097,83222805,2024-10-24 12:16:39.094559,582720.2797899246,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-81_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,81,0.362215583101792,0.8555909134793079,643437091,926929530,112143297,152907682,2024-10-24 12:16:39.094591,582720.2797899246,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-82_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,82,0.21327997332100967,0.9112917293027605,641721870,918899481,69881993,82034256,2024-10-24 14:16:33.308934,589914.4941661358,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-82_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,82,0.37057284673233615,0.8523838705698387,647802290,916678068,107778098,163159144,2024-10-24 14:16:33.308966,589914.4941661358,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-83_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,83,0.22075725323662604,0.907774281277093,638709773,915887816,71973487,85966524,2024-10-24 16:16:52.026206,597133.211438179,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-83_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,83,0.34607682735974055,0.8585587029349623,638918148,936895606,116662240,142941606,2024-10-24 16:16:52.026239,597133.211438179,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-84_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,84,0.2212725870084583,0.9085555925896178,636393439,919542175,73620237,82981749,2024-10-24 18:16:51.147664,604332.3328959942,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-84_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,84,0.35621049189954646,0.8555621685223029,645483611,924830251,110096777,155006961,2024-10-24 18:16:51.147695,604332.3328959942,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-85_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,85,0.2125196655151581,0.910853306228137,639551096,920319439,69055416,83611649,2024-10-24 20:16:34.775725,611515.9609565735,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-85_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,85,0.3513499504314597,0.8574927787550896,641865546,931991792,113714842,147845420,2024-10-24 20:16:34.775757,611515.9609565735,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-86_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,86,0.21479819073102943,0.9101676442023817,642218702,916477611,70092615,83748672,2024-10-24 22:16:39.416881,618720.6021132469,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-86_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,86,0.36492497497144694,0.8564129618240585,618001624,953873799,137578764,125963413,2024-10-24 22:16:39.416913,618720.6021132469,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-87_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,87,0.2154435747950662,0.9097120635482688,638757242,919158872,70883842,83737644,2024-10-25 00:16:38.833305,625920.0185368061,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-87_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,87,0.3608406096954781,0.8621511409719508,633392652,949014726,122187736,130822486,2024-10-25 00:16:38.833337,625920.0185368061,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-88_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,88,0.21515689928048304,0.9097285361792931,639265487,918678837,71054921,83538355,2024-10-25 02:16:37.781041,633118.9662723541,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-88_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,88,0.39585513915238735,0.8529439196834566,605104784,960403498,150475604,119433714,2024-10-25 02:16:37.781073,633118.9662723541,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-89_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,89,0.21265009554175188,0.9102576066067125,638042720,920807657,71420304,82266919,2024-10-25 04:16:18.442542,640299.6277725697,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-89_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,89,0.3630178669885115,0.8562941419979867,644656507,927000832,110923881,152836380,2024-10-25 04:16:18.442574,640299.6277725697,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-90_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,90,0.212799851686475,0.9111162733010939,640456686,919864190,70185044,82031680,2024-10-25 06:16:11.603373,647492.7886040211,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-90_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,90,0.3428457259956317,0.8625789945568801,648579995,934612673,107000393,145224539,2024-10-25 06:16:11.603406,647492.7886040211,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-91_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,91,0.2128649484074096,0.9108440754819038,640068539,919786188,70128162,82554711,2024-10-25 08:16:13.387390,654694.5726220608,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-91_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,91,0.35049677226840836,0.8576380950035555,655484845,918639209,100095543,161198003,2024-10-25 08:16:13.387422,654694.5726220608,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-92_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,92,0.21338457817850376,0.911604256163486,639838240,921318325,69752757,81628278,2024-10-25 10:16:19.696479,661900.8817100525,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-92_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,92,0.35266386403779515,0.8601487879379605,646272851,932459373,109307537,147377839,2024-10-25 10:16:19.696511,661900.8817100525,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-93_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,93,0.2120501906447164,0.9107593059562614,640422135,919287421,70409818,82418226,2024-10-25 12:16:16.300224,669097.4854533672,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-93_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,93,0.35725558595924106,0.8560101815521444,645734057,925402096,109846331,154435116,2024-10-25 12:16:16.300256,669097.4854533672,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-94_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,94,0.21856693672329786,0.9097060537532159,636875567,921030255,73099356,81532422,2024-10-25 14:16:14.987688,676296.1729195118,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-94_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,94,0.3493364143403132,0.8624482221375679,654052507,928900139,101527881,150937073,2024-10-25 14:16:14.987721,676296.1729195118,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-95_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,95,0.21007549478155663,0.9136068755512303,641458155,923127971,69115422,78836052,2024-10-25 16:16:18.466534,683499.6517653465,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-95_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,95,0.3478686610415297,0.8589101117914542,653705977,922752759,101874411,157084453,2024-10-25 16:16:18.466565,683499.6517653465,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-96_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,96,0.21403908533484872,0.9111844312206602,639772836,920664763,69988555,82111446,2024-10-25 18:16:25.585900,690706.7711327076,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-96_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,96,0.3605886366249712,0.8582448163295351,636541589,938696052,119038799,141141160,2024-10-25 18:16:25.585932,690706.7711327076,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-97_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,97,0.21345157016100885,0.9109772007341619,640629870,919452839,69487295,82967596,2024-10-25 20:16:23.129986,697904.3152182102,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-97_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,97,0.36399279758650593,0.8538686008023457,636560025,930645433,119020363,149191779,2024-10-25 20:16:23.130018,697904.3152182102,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-98_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,98,0.21217033127730706,0.9118953767788804,641419354,920235766,68884881,81997599,2024-10-25 22:16:14.669557,705095.8547885418,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-98_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,98,0.37583387952039793,0.853544545938756,632431446,934179236,123148942,145657976,2024-10-25 22:16:14.669588,705095.8547885418,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-99_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,99,0.20519144583844695,0.9142108342613895,643572062,922048366,66933252,79983920,2024-10-26 00:16:09.923226,712291.1084573269,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-99_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,99,0.36872200006415934,0.8577778626509832,638547471,935833115,117032917,144004097,2024-10-26 00:16:09.923259,712291.1084573269,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-100_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,train,100,0.2098326200104757,0.9123156279897161,642003663,920371153,67803075,82359709,2024-10-26 02:16:23.121654,719504.3068852425,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-100_Images-4181_Batch-1__random_9_operations_all.pth,random_9_operations,test,100,0.37745881084591953,0.8486658660132714,607058886,950597381,148521502,129239831,2024-10-26 02:16:23.121686,719504.3068852425,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
