wsi_image,patch_image,class,auc,accuracy,precision,f1/dice,jaccard,sensitivity/recall,specificity,pixels,tp,tn,fp,fn
TCGA-CN-4723-01Z-00-DX1.13483e7b-9322-4d39-8cd6-91e898bf2ee9_0.png,-,roi,0.7990195275409937,0.8954620361328125,0.6475227754898291,0.6543826459831,0.4863066339250567,0.6613894200127469,0.9366496350692404,262144,25943,208797,14122,13282
TCGA-CN-4723-01Z-00-DX1.13483e7b-9322-4d39-8cd6-91e898bf2ee9_1.png,-,roi,0.7228096051425452,0.7626152038574219,0.8551166909113908,0.6347870486117224,0.46497291720402373,0.5047364835226371,0.9408827267624534,262144,54081,145834,9163,53066
TCGA-CN-4725-01Z-00-DX1.fe518acf-cceb-4be4-b01a-63d66248d6d4_0.png,-,roi,0.7047808915162305,0.727294921875,0.963684091252455,0.5880746315098014,0.41650546454777704,0.42314708857820454,0.9864146944542564,262144,51029,139627,1923,69565
TCGA-CN-4725-01Z-00-DX1.fe518acf-cceb-4be4-b01a-63d66248d6d4_1.png,-,roi,0.7026041886064549,0.7624893188476562,0.9099872117486902,0.5862935055615357,0.4147208121827411,0.4324615746549561,0.9727468025579536,262144,44118,155764,4364,57898
TCGA-CN-4726-01Z-00-DX1.0ddf44ae-1cb7-41f1-8b59-a5a689f5a71c_0.png,-,roi,0.9133953880782081,0.9197044372558594,0.9293067216718476,0.9011668036154479,0.8201124670973917,0.8746809829371445,0.9521097932192716,262144,95963,145132,7300,13749
TCGA-CN-4726-01Z-00-DX1.0ddf44ae-1cb7-41f1-8b59-a5a689f5a71c_1.png,-,roi,0.9264397422684951,0.9277687072753906,0.9544524357417613,0.9223150803516847,0.855829995888471,0.892271421086891,0.9606080634500992,262144,112403,130806,5364,13571
TCGA-CN-4727-01Z-00-DX1.bee9d488-0f05-4579-8c34-aa4197972bb1_0.png,-,roi,0.8329791475541226,0.8866653442382812,0.9425725265119654,0.793697747409938,0.6579592682561795,0.685436380863287,0.9805219142449585,262144,57151,175283,3482,26228
TCGA-CN-4727-01Z-00-DX1.bee9d488-0f05-4579-8c34-aa4197972bb1_1.png,-,roi,0.8435555794431779,0.8744888305664062,0.9303230215260073,0.8114347282876563,0.6827010241672614,0.7194893893812505,0.9676217695051053,262144,70792,158450,5302,27600
TCGA-CN-4728-01Z-00-DX1.69fc04ce-cc6b-4c63-9322-b5ffb0056828_0.png,-,roi,0.8788261167357913,0.9092674255371094,0.43469520808432033,0.5736614744842173,0.402191670646191,0.8432312799704906,0.9144209535010919,262144,16002,222357,20810,2975
TCGA-CN-4728-01Z-00-DX1.69fc04ce-cc6b-4c63-9322-b5ffb0056828_1.png,-,roi,0.9109200562315211,0.9463958740234375,0.7565379342455831,0.8063022082540733,0.6754659460957528,0.8630743352908194,0.9587657771722226,262144,29247,218845,9412,4640
TCGA-CN-4729-01Z-00-DX1.fd5f9170-c35b-4095-aff3-4c95921e0e68_0.png,-,roi,0.7996925966807115,0.8484458923339844,0.8952813680041752,0.7459408992371,0.594821168143759,0.6393002378577457,0.9600849555036773,262144,58324,164091,6822,32907
TCGA-CN-4729-01Z-00-DX1.fd5f9170-c35b-4095-aff3-4c95921e0e68_1.png,-,roi,0.8475641020136518,0.8736801147460938,0.9130946919443033,0.8164392066430892,0.6898160290756491,0.7382878683068163,0.9568403357204874,262144,73642,155388,7009,26105
TCGA-CN-4730-01Z-00-DX1.a76280e8-6591-4d51-afc9-2f01e87346ab_0.png,-,roi,0.8646770123936579,0.9288368225097656,0.9653121902874133,0.8365130973559904,0.7189707898344406,0.7380385364797575,0.9913154883075583,262144,47726,195763,1715,16940
TCGA-CN-4730-01Z-00-DX1.a76280e8-6591-4d51-afc9-2f01e87346ab_1.png,-,roi,0.8591903859205349,0.9294891357421875,0.9514584193036943,0.8257869934024505,0.7032684774930971,0.729440364986596,0.9889404068544736,262144,43808,199852,2235,16249
TCGA-CN-4731-01Z-00-DX1.07b0bf3b-77f3-4471-a63c-1afc54714a60_0.png,-,roi,0.760613124341924,0.8927536010742188,0.847055582761998,0.6631601648614972,0.49606553263188086,0.5448692707512994,0.9763569779325485,262144,27675,206355,4997,23117
TCGA-CN-4731-01Z-00-DX1.07b0bf3b-77f3-4471-a63c-1afc54714a60_1.png,-,roi,0.7386328106767912,0.9073219299316406,0.5732782154278138,0.5475370146196108,0.37697140659058853,0.5240081274729975,0.9532574938805849,262144,14700,223149,10942,13353
TCGA-CN-4733-01Z-00-DX1.03cccb3f-c551-450f-b00a-f808a237db0b_0.png,-,roi,0.7636608805992631,0.7658882141113281,0.9785230579807477,0.6950433551144127,0.5326179669174764,0.5389179567398458,0.9884038044586805,262144,69937,130836,1535,59836
TCGA-CN-4733-01Z-00-DX1.03cccb3f-c551-450f-b00a-f808a237db0b_1.png,-,roi,0.8039194396656756,0.8102035522460938,0.9632210607820364,0.7619266362340061,0.6154131560640025,0.630222433309586,0.977616446021765,262144,79616,132774,3040,46714
TCGA-CN-4734-01Z-00-DX1.9cd35e43-7132-478a-9d08-a88d150b7127_0.png,-,roi,0.796857528543261,0.8701934814453125,0.8370468595334591,0.7248350368741104,0.5684245237551683,0.6391523224141128,0.954562734672409,262144,44818,183298,8725,25303
TCGA-CN-4734-01Z-00-DX1.9cd35e43-7132-478a-9d08-a88d150b7127_1.png,-,roi,0.8127851177061785,0.8859786987304688,0.6600819280114782,0.6799031891880314,0.5150403997793426,0.7009517079956721,0.9246185274166847,262144,31744,200510,16347,13543
TCGA-CN-4735-01Z-00-DX1.b7d37666-bd65-4d3b-826b-97e560444956_0.png,-,roi,0.8835350749417805,0.8888015747070312,0.650083523158694,0.7460049143474549,0.5949025820617583,0.8751328808569793,0.8919372690265819,262144,42808,190186,23042,6108
TCGA-CN-4735-01Z-00-DX1.b7d37666-bd65-4d3b-826b-97e560444956_1.png,-,roi,0.812796189082751,0.8875083923339844,0.8319747981886199,0.7413268304663995,0.588974841452366,0.6684912436126623,0.9571011345528394,262144,42256,190399,8534,20955
TCGA-CN-4736-01Z-00-DX1.883fda2c-82bd-46c1-b220-b9961d8700cc_0.png,-,roi,0.6388762902435767,0.6683197021484375,0.8438767322330897,0.47231325710679,0.3091689178452249,0.3279257717362908,0.9498268087508625,262144,38912,136284,7199,79749
TCGA-CN-4736-01Z-00-DX1.883fda2c-82bd-46c1-b220-b9961d8700cc_1.png,-,roi,0.6877828650012292,0.7438125610351562,0.7822438315396062,0.5738056556836066,0.40233342529390304,0.45307770940650616,0.9224880205959523,262144,45209,149777,12585,54573
TCGA-CN-4737-01Z-00-DX1.15951662-62c1-49e1-94ea-1f4ebad55507_0.png,-,roi,0.7454211576142579,0.8277969360351562,0.8629534407263086,0.6555833613086337,0.4876340729811021,0.5285672104524987,0.9622751047760171,262144,42963,174039,6823,38319
TCGA-CN-4737-01Z-00-DX1.15951662-62c1-49e1-94ea-1f4ebad55507_1.png,-,roi,0.9385995837472971,0.9473342895507812,0.9448947941529087,0.9256222389828682,0.8615426273404672,0.9071201545885558,0.9700790129060386,262144,85907,162431,5010,8796
TCGA-CN-4738-01Z-00-DX1.9c456d54-0bde-4f04-ba53-17c09e692491_0.png,-,roi,0.7779775724232837,0.8320999145507812,0.9092724302381228,0.7145951133475126,0.555929980325884,0.5885789974043176,0.9673761474422496,262144,55101,163029,5498,38516
TCGA-CN-4738-01Z-00-DX1.9c456d54-0bde-4f04-ba53-17c09e692491_1.png,-,roi,0.8098106052840469,0.8698463439941406,0.7517587939698492,0.7212112793443534,0.5639800130349771,0.6930494048179905,0.9265718057501033,262144,44132,183893,14573,19546
TCGA-CN-4739-01Z-00-DX1.e50266c3-606e-4103-a029-021246d4d1df_0.png,-,roi,0.8110338014120223,0.8756256103515625,0.36691103905258704,0.48923771031111946,0.32383500279972627,0.7339255499153976,0.888142052908647,262144,15615,213925,26943,5661
TCGA-CN-4739-01Z-00-DX1.e50266c3-606e-4103-a029-021246d4d1df_1.png,-,roi,0.769586589008171,0.8796806335449219,0.3903888830180704,0.4837384401342172,0.3190336370309599,0.6357613044787678,0.9034118735375741,262144,14777,215826,23075,8466
TCGA-CN-4740-01Z-00-DX1.f7b9f5ec-cb4e-4604-9d64-2bdc20ac5bec_0.png,-,roi,0.7009097853435834,0.8517608642578125,0.5884823698463579,0.5229091980552963,0.3540128997938693,0.4704842700600919,0.9313353006270749,262144,21296,201988,14892,23968
TCGA-CN-4740-01Z-00-DX1.f7b9f5ec-cb4e-4604-9d64-2bdc20ac5bec_1.png,-,roi,0.683668103550786,0.8446006774902344,0.46232831044139217,0.45977163923773656,0.29850874776139963,0.45724308925933743,0.9100931178422348,262144,17335,204072,20160,20577
TCGA-CN-4741-01Z-00-DX1.6adfce37-b5b0-44ff-834e-85059eec24c0_0.png,-,roi,0.7375874662269584,0.8335342407226562,0.6869718728924505,0.6134946503223978,0.4424755017822693,0.5542166746679469,0.9209582577859697,262144,34633,183873,15781,27857
TCGA-CN-4741-01Z-00-DX1.6adfce37-b5b0-44ff-834e-85059eec24c0_1.png,-,roi,0.7414158883905817,0.83197021484375,0.7657913554743365,0.6364296680258184,0.4667376908269876,0.5444569975992092,0.9383747791819541,262144,38553,179543,11791,32257
TCGA-CN-4742-01Z-00-DX1.d03eaeac-cc05-4b13-962e-d4d10617d692_0.png,-,roi,0.5359135639250364,0.6044235229492188,0.4663215382864945,0.3217032967032967,0.19168440006547716,0.24555149481756636,0.8262756330325066,262144,24591,133855,28143,75555
TCGA-CN-4742-01Z-00-DX1.d03eaeac-cc05-4b13-962e-d4d10617d692_1.png,-,roi,0.5943780444370177,0.7022628784179688,0.6014787800064947,0.3815764452332657,0.23577044717954743,0.2794197853205686,0.9093363035534668,262144,24079,160015,15954,62096
TCGA-CN-5355-01Z-00-DX1.8fb23e44-fc59-4191-b825-cc021807a338_0.png,-,roi,0.7293118603541885,0.7868194580078125,0.8868723423504931,0.6369046845559093,0.46724882503789433,0.4968624866947134,0.9617612340136636,262144,49013,157247,6252,49632
TCGA-CN-5355-01Z-00-DX1.8fb23e44-fc59-4191-b825-cc021807a338_1.png,-,roi,0.7383701649573653,0.8096809387207031,0.8783587509077705,0.6481916326429876,0.4794996452864833,0.5136053281482227,0.9631350017665081,262144,45961,166292,6365,43526
TCGA-CN-5356-01Z-00-DX1.53360c41-d0d2-465e-8b53-ccd1a2ce248f_0.png,-,roi,0.8664625913253542,0.901153564453125,0.8392904774606562,0.813831850904545,0.6861015881476457,0.7898722525939975,0.9430529300567108,262144,56637,179595,10845,15067
TCGA-CN-5356-01Z-00-DX1.53360c41-d0d2-465e-8b53-ccd1a2ce248f_1.png,-,roi,0.8975634614391068,0.9020729064941406,0.8994046015660558,0.8829566541588207,0.7904408163265306,0.8670994895674756,0.9280274333107381,262144,96829,139644,10830,14841
TCGA-CN-5358-01Z-00-DX1.6554cdc1-7d01-4310-a60a-79b8ed7a8679_0.png,-,roi,0.7969673865658364,0.8167190551757812,0.7428754544349536,0.7367371316478724,0.5832017627565627,0.7306994185098636,0.8632353546218092,262144,67228,146870,23269,24777
TCGA-CN-5358-01Z-00-DX1.6554cdc1-7d01-4310-a60a-79b8ed7a8679_1.png,-,roi,0.8867512311676761,0.8623733520507812,0.6036991520216296,0.7314106191000863,0.5765542657950024,0.9276541904294293,0.8458482719059228,262144,49123,176943,32247,3831
TCGA-CN-5359-01Z-00-DX1.30a19cad-c2b0-4c5f-bd5d-89aa8ac2bb91_0.png,-,roi,0.7856632563224802,0.8702735900878906,0.8391535685890771,0.7076753801586824,0.5475987761074896,0.6118162901307966,0.9595102225141637,262144,41163,186974,7890,26117
TCGA-CN-5359-01Z-00-DX1.30a19cad-c2b0-4c5f-bd5d-89aa8ac2bb91_1.png,-,roi,0.8064318115231898,0.868865966796875,0.9176830333741045,0.7534250505688095,0.6043961102480004,0.6390416626107271,0.9738219604356524,262144,52519,175249,4711,29665
TCGA-CN-5360-01Z-00-DX1.d3657b07-9ea0-41fc-b858-c9a1497340c8_0.png,-,roi,0.8773112021820629,0.9060554504394531,0.7320324706202024,0.7778088544439131,0.6364052441977204,0.829692221815872,0.9249301825482538,262144,43105,194412,15779,8848
TCGA-CN-5360-01Z-00-DX1.d3657b07-9ea0-41fc-b858-c9a1497340c8_1.png,-,roi,0.8845800488901514,0.8820266723632812,0.5150523676583032,0.6519537228774647,0.483628591942028,0.8879793985100708,0.881180699270232,262144,28965,202253,27272,3654
TCGA-CN-5361-01Z-00-DX1.719cf77b-0dd4-4419-be8f-0d3dadedd7cb_0.png,-,roi,0.6724945429144054,0.758209228515625,0.8688398611799703,0.5251494583539353,0.35606961080125565,0.3762964076356531,0.9686926781931575,262144,35049,163711,5291,58093
TCGA-CN-5361-01Z-00-DX1.719cf77b-0dd4-4419-be8f-0d3dadedd7cb_1.png,-,roi,0.6508512067674954,0.6491203308105469,0.978157324993986,0.4692536279968841,0.30655217388026507,0.3086651231639276,0.9930372903710634,262144,40662,129501,908,91073
TCGA-CN-5363-01Z-00-DX1.bd9c87d4-de64-4932-a90f-95888150d780_0.png,-,roi,0.31491143387664533,0.4220428466796875,0.007390120575651498,0.0064788584618612945,0.003249957237404771,0.005767659077641565,0.624055208675649,262144,494,110142,66352,85156
TCGA-CN-5363-01Z-00-DX1.bd9c87d4-de64-4932-a90f-95888150d780_1.png,-,roi,0.9384641343745066,0.9453659057617188,0.9766470420569474,0.9327782367077201,0.8740247517349964,0.8926809986254974,0.9842472701235158,262144,99367,148455,2376,11946
TCGA-CN-5364-01Z-00-DX1.caeed5d0-cd48-40f3-b81b-099637341563_0.png,-,roi,0.8790629421177057,0.9373931884765625,0.937600296259721,0.8474125588054817,0.735226264418811,0.7730526530058353,0.985073231229576,262144,45573,200159,3033,13379
TCGA-CN-5364-01Z-00-DX1.caeed5d0-cd48-40f3-b81b-099637341563_1.png,-,roi,0.8771483930308388,0.9176254272460938,0.9574746782423273,0.8534211240836275,0.7443195945865944,0.7697667299332639,0.9845300561284138,262144,62863,177687,2792,18802
TCGA-CN-5365-01Z-00-DX1.26a33bd0-1eb3-4774-8be6-bf8501f4a9f9_0.png,-,roi,0.706906918981,0.7499923706054688,0.8279339754191394,0.6091064164807768,0.4379245283018868,0.4817715213042986,0.9320423166577013,262144,51062,145544,10612,54926
TCGA-CN-5365-01Z-00-DX1.26a33bd0-1eb3-4774-8be6-bf8501f4a9f9_1.png,-,roi,0.8307059344850938,0.8404464721679688,0.9649908265349688,0.7999559985460389,0.6666055557769718,0.6831262610173091,0.9782856079528782,262144,83629,136689,3034,38792
TCGA-CN-5366-01Z-00-DX1.dcc14c44-6dd1-48a1-a21c-736c6b9551e1_0.png,-,roi,0.7897822136804694,0.79290771484375,0.9751390002162933,0.7384643548806691,0.5853693930390816,0.5942377323088612,0.9853266950520775,262144,76643,131213,1954,52334
TCGA-CN-5366-01Z-00-DX1.dcc14c44-6dd1-48a1-a21c-736c6b9551e1_1.png,-,roi,0.8903121847295906,0.9196319580078125,0.8777222132602033,0.8503374298501101,0.7396408754433446,0.8246097463523512,0.9560146231068299,262144,59851,181225,8338,12730
TCGA-CN-5367-01Z-00-DX1.5b09e54e-4140-4709-bc60-e201f9a72b24_0.png,-,roi,0.8020767284279996,0.8430404663085938,0.8626880768744468,0.7490485484264455,0.5987830682671399,0.6618631371323253,0.9422903197236737,262144,61407,159591,9774,31372
TCGA-CN-5367-01Z-00-DX1.5b09e54e-4140-4709-bc60-e201f9a72b24_1.png,-,roi,0.8727691962199648,0.8947715759277344,0.8127556810683839,0.8170307038199027,0.6906609549868796,0.8213509368540375,0.9241874555858922,262144,61589,172970,14189,13396
TCGA-CN-5369-01Z-00-DX1.be289b39-c6c2-43a6-8feb-75ad5829ec81_0.png,-,roi,0.6060143894099953,0.7615928649902344,0.7075666183095365,0.3722995028373424,0.22872727721489305,0.25260661569284865,0.9594221631271421,262144,18534,181113,7660,54837
