wsi_image,patch_image,class,auc,accuracy,precision,f1/dice,jaccard,sensitivity/recall,specificity,pixels,tp,tn,fp,fn
TCGA-CN-4723-01Z-00-DX1.13483e7b-9322-4d39-8cd6-91e898bf2ee9_0.png,-,roi,0.8275407266443408,0.8937339782714844,0.6231849508040397,0.6736795248749516,0.5079311806684095,0.7330783938814531,0.9220030594072286,262144,28755,205532,17387,10470
TCGA-CN-4723-01Z-00-DX1.13483e7b-9322-4d39-8cd6-91e898bf2ee9_1.png,-,roi,0.756462061974048,0.7930679321289062,0.8993794259312385,0.6871193244739756,0.5233676885362575,0.5559185044844933,0.9570056194636025,262144,59565,148333,6664,47582
TCGA-CN-4725-01Z-00-DX1.fe518acf-cceb-4be4-b01a-63d66248d6d4_0.png,-,roi,0.8020423962611963,0.8149909973144531,0.9381023565586223,0.7609414664202094,0.6141287483988002,0.6400650115262783,0.9640197809961144,262144,77188,136457,5093,43406
TCGA-CN-4725-01Z-00-DX1.fe518acf-cceb-4be4-b01a-63d66248d6d4_1.png,-,roi,0.7897588140278243,0.8177947998046875,0.834558460779477,0.7391313846288285,0.5862080914840163,0.6632881116687579,0.9162295163868905,262144,67666,146714,13414,34350
TCGA-CN-4726-01Z-00-DX1.0ddf44ae-1cb7-41f1-8b59-a5a689f5a71c_0.png,-,roi,0.9333847291607945,0.9305038452148438,0.8903594101986484,0.9197105383774636,0.8513556514715122,0.9510627825579699,0.9157066757636192,262144,104343,139583,12849,5369
TCGA-CN-4726-01Z-00-DX1.0ddf44ae-1cb7-41f1-8b59-a5a689f5a71c_1.png,-,roi,0.922944094026338,0.9232559204101562,0.9245856663832245,0.9197309202336493,0.8513905817174515,0.9149268896756474,0.9309612983770287,262144,115257,126769,9401,10717
TCGA-CN-4727-01Z-00-DX1.bee9d488-0f05-4579-8c34-aa4197972bb1_0.png,-,roi,0.8607779923036881,0.9031562805175781,0.9384829421727559,0.8301952416943689,0.7096870104177387,0.744312116959906,0.9772438676474702,262144,62060,174697,4068,21319
TCGA-CN-4727-01Z-00-DX1.bee9d488-0f05-4579-8c34-aa4197972bb1_1.png,-,roi,0.8781833344342348,0.8997535705566406,0.9309112638183448,0.8556630251500821,0.7477369375941942,0.7916700544759736,0.964696614392496,262144,77894,157971,5781,20498
TCGA-CN-4728-01Z-00-DX1.69fc04ce-cc6b-4c63-9322-b5ffb0056828_0.png,-,roi,0.8729126626273435,0.8731498718261719,0.34939657355051057,0.49899808657134676,0.33244333808443577,0.872635295357538,0.8731900298971489,262144,16560,212331,30836,2417
TCGA-CN-4728-01Z-00-DX1.69fc04ce-cc6b-4c63-9322-b5ffb0056828_1.png,-,roi,0.8937529365294609,0.9044876098632812,0.5871942928088604,0.7041474654377881,0.5433854907539118,0.8792752382919704,0.9082306347669513,262144,29796,207310,20947,4091
TCGA-CN-4729-01Z-00-DX1.fd5f9170-c35b-4095-aff3-4c95921e0e68_0.png,-,roi,0.8745082003400658,0.8890190124511719,0.8502074033996122,0.8383246178041313,0.7216513585916571,0.8267694095208865,0.9222469911592448,262144,75427,157624,13289,15804
TCGA-CN-4729-01Z-00-DX1.fd5f9170-c35b-4095-aff3-4c95921e0e68_1.png,-,roi,0.9075542653359991,0.9124679565429688,0.8834336838111214,0.8852103093608676,0.7940603656402294,0.8869940950605031,0.9281144356114953,262144,88475,150723,11674,11272
TCGA-CN-4730-01Z-00-DX1.a76280e8-6591-4d51-afc9-2f01e87346ab_0.png,-,roi,0.8956953880512564,0.9410820007324219,0.9471790678659036,0.8709701673336062,0.7714323768369024,0.8061114032103424,0.9852793728921703,262144,52128,194571,2907,12538
TCGA-CN-4730-01Z-00-DX1.a76280e8-6591-4d51-afc9-2f01e87346ab_1.png,-,roi,0.8837557851193789,0.9375572204589844,0.9322463194554377,0.8519888238857793,0.742143318473244,0.7844547679704281,0.9830568022683299,262144,47112,198663,3424,12945
TCGA-CN-4731-01Z-00-DX1.07b0bf3b-77f3-4471-a63c-1afc54714a60_0.png,-,roi,0.7959971688784265,0.8978729248046875,0.8006709393150411,0.7049462175983072,0.5443374068148552,0.6296660891478973,0.9623282486089557,262144,31982,203390,7962,18810
