model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,transformations
ORCA__Size-640x640_Epoch-72_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,72,0.10922482676939654,0.8480586265490753,649121327,907420402,106459061,172416810,2024-09-03 12:22:20.931458,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-73_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,73,0.08939107435572768,0.8782585561917016,612954571,891096229,96709119,111777681,2024-09-03 14:35:37.847770,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-73_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,73,0.11411967622634601,0.8431003745414669,660681064,886760202,94899324,193077010,2024-09-03 14:35:37.847837,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-74_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,74,0.0875749041724818,0.8813065313135322,618133019,891137553,93582272,109684756,2024-09-03 16:48:36.803710,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-74_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,74,0.10933988364953955,0.847964186460892,662930880,893437512,92649508,186399700,2024-09-03 16:48:36.803774,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-75_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,75,0.08935733817999363,0.8781043341763716,613904486,889882203,94942261,113808650,2024-09-03 19:02:15.360187,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-75_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,75,0.11244946365765698,0.843975456048803,664561894,884485512,91018494,195351700,2024-09-03 19:02:15.360252,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-76_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,76,0.088215692775927,0.8800183645602868,613829918,893234620,97247737,108225325,2024-09-03 21:15:27.399385,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-76_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,76,0.10974186594450547,0.8490684822898082,645311128,913084108,110269260,166753104,2024-09-03 21:15:27.399490,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-77_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,77,0.08878175182665926,0.8798985271914636,614851685,892007627,94738737,110939551,2024-09-03 23:28:02.372116,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-77_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,77,0.11102845040335613,0.8456709274227289,653705691,898453613,101874697,181383599,2024-09-03 23:28:02.372181,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-78_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,78,0.09019252506464434,0.8773204751825608,611717129,890727172,98460935,111632364,2024-09-04 01:41:16.905263,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-78_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,78,0.10843081327904917,0.8489401251246576,645285736,912873911,110294652,166963301,2024-09-04 01:41:16.905328,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-79_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,79,0.08734298283393019,0.8810004930694649,615430313,893316157,94252046,109539084,2024-09-04 03:54:00.822858,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-79_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,79,0.11270070382029738,0.8446670632340049,666458615,883858179,89121773,195979033,2024-09-04 03:54:00.822924,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-80_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,80,0.0868634663616871,0.8824764338020973,616646607,894627467,93357003,107906523,2024-09-04 06:06:50.573909,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-80_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,80,0.10589905990077823,0.8538001090324088,638008088,929071659,117572300,150765553,2024-09-04 06:06:50.573997,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-81_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,81,0.08666376818744595,0.8830254722582447,617103752,895110571,92899757,107423520,2024-09-04 08:20:22.356151,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-81_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,81,0.11060842963872033,0.8465639585236638,660333284,893465105,95247104,186372107,2024-09-04 08:20:22.356233,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-82_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,82,0.08808753331862541,0.8805957731964554,614339363,893714009,95758301,108725927,2024-09-04 10:33:44.172080,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-82_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,82,0.10842563727622685,0.8498195555060629,656899712,902874057,98680676,176963155,2024-09-04 10:33:44.172144,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-83_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,83,0.08813797011249117,0.879841993542215,613566091,893196405,96310397,109464707,2024-09-04 12:47:02.760786,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-83_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,83,0.11825123043180007,0.8358354714480238,674511301,859595834,81069087,220241378,2024-09-04 12:47:02.760853,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-84_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,84,0.08881659883639617,0.8786741108633178,615821606,888940847,95025577,112749570,2024-09-04 15:00:21.539916,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-84_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,84,0.11034359333147836,0.8469499502456543,666501348,888005497,89079040,191831715,2024-09-04 15:00:21.539980,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
