accuracy,precision,f1,iou,sensitivity,specificity
0.8293495178222656,0.8163784537324515,0.7302717951061711,0.5751402483551464,0.6605961148046292,0.9200982639960875
0.8296712493896484,0.737178841656182,0.7100941955937307,0.5505008142207561,0.6849292488604152,0.8930590270595474
0.8276288223266601,0.7559287582436826,0.712803353609608,0.5537641475437957,0.6743329538832226,0.898847792412231
0.8392634582519531,0.7347682035731421,0.7212217302464033,0.5639927947675973,0.7081657108563756,0.8937520564685125
0.8385702133178711,0.7435144169826905,0.7227330787004352,0.5658434166329815,0.7030818370275792,0.8964282685255379
0.8320315170288086,0.7777168445257068,0.7237875491795632,0.5671371946843671,0.6768524999606963,0.9067953435826729
0.8248360061645508,0.7356301664354034,0.7038598221450771,0.5430429780442005,0.6747200593105055,0.8918130255135023
0.8317321014404296,0.7727216659366809,0.7221402768164521,0.5651170184919633,0.6777740399651654,0.9050564317687079
0.8284966278076172,0.740388622036295,0.7095735363523222,0.5498752205891334,0.6812210153479659,0.893908763139415
0.8304893493652343,0.7824548092984682,0.7231742296277994,0.566384424882802,0.6722435118546904,0.9082075187879256
0.8262900924682617,0.6932059289132729,0.6931062790709742,0.5303463227126601,0.6930066578743157,0.8789110366039431
0.8385042572021484,0.7028410668010434,0.7112357731141238,0.5518742360134626,0.7198334356181859,0.8838096824430048
0.8337808609008789,0.7331708626355545,0.7139840792554364,0.555190700004757,0.6957759066688023,0.8924148608493945
0.8363565826416015,0.7808260580782865,0.7297597668046947,0.5745053161865097,0.6849629552455658,0.9084470863924468
0.8317935943603516,0.7507196392320091,0.7163813089517513,0.5580951056163952,0.6850468865922515,0.897754073096977
0.8331929397583008,0.772063532891082,0.7237161487682228,0.5670495227764137,0.6810670543756636,0.9050385097867247
0.8414348983764648,0.763338214733903,0.7315061076434245,0.5766729442303039,0.7022225942667931,0.9032802320552481
0.8308499145507813,0.7315479081628045,0.7099451677152029,0.5503216994721297,0.6895816969826509,0.8914492219654948
0.8348482894897461,0.7670694327666945,0.7244121925280609,0.5679046070248651,0.6862494075307812,0.9035940194712554
0.8354121398925781,0.7368712096180712,0.7170164554693848,0.5588664472946987,0.6982035877662024,0.8938368113486898
0.8354442977905273,0.7293563332094447,0.7149717487806414,0.5563860157177146,0.7011435846435882,0.8914679357650318
0.8467138671875,0.7810995836722071,0.7425257377892874,0.590489809695098,0.7075824636256604,0.9099180399305903
0.8401904296875,0.7975104452670434,0.7385128688401085,0.5854303627822766,0.6876429781699701,0.9147103178530588
0.8370787811279297,0.7755127324209253,0.7292852146217152,0.5739173125341507,0.6882588133585488,0.9067410086571841
0.8465407943725586,0.7597578469424112,0.7369753003964749,0.583500307339847,0.7155193164955773,0.9028180346012852
0.8427206802368165,0.7812730816709138,0.737621530319984,0.584310924208771,0.6985896929624716,0.9094506698002665
0.8437457656860352,0.7930306379671049,0.7417566590269647,0.5895176512147032,0.6967103397814599,0.9136066383529851
0.838389778137207,0.7864114264406906,0.7336135165525932,0.5792967045538276,0.6874590486946963,0.9106314096590886
0.8449301528930664,0.7768294029363626,0.7392524107232372,0.5863603603218586,0.7051430492954179,0.9082452358404866
0.8430476760864258,0.72053907594184,0.7220792716367268,0.5650423031806884,0.7236260659587984,0.8898970750727158
0.8423682022094726,0.7197597504324981,0.7209938941337001,0.563714192470844,0.7222322773794944,0.8895533710250039
0.8448716354370117,0.7540522297728228,0.7334016230219073,0.5790324986612486,0.7138519482389047,0.9007313789413272
0.8399444198608399,0.7173333398041212,0.7172296415479364,0.5591255183144606,0.7171259732688167,0.8884338455346732
0.8446505355834961,0.7465798179093343,0.7311700019955665,0.576255292785891,0.7163834555226303,0.8982967870410866
0.8437044906616211,0.7348019055930929,0.726829123564162,0.5708810474827027,0.7190274977535033,0.8944264340731324
0.8474276351928711,0.7453037246259177,0.7343671972801215,0.5802371712410953,0.7237469917118914,0.8982894353768275
0.8523764038085937,0.7785030452471187,0.7490305559226914,0.5987600732127891,0.7217082000857566,0.9097852151557395
0.8463626861572265,0.7488065777715227,0.7339247687116652,0.5796849591353564,0.719622956008209,0.899255007361473
0.8382015228271484,0.7407962816696196,0.7215404264516013,0.5643826690967995,0.7032602620899909,0.8955050670038166
0.8463015365600586,0.7648657250861525,0.7379709505144476,0.5847495751506439,0.7129033165984724,0.9044567513033144
0.8412373733520507,0.7237932081802082,0.7206799733825414,0.5633304868118341,0.7175934056504896,0.890623006457596
0.8484676361083985,0.741593806269735,0.7347278508476985,0.5806876025366926,0.7279878643722111,0.8972631135052475
0.8517528152465821,0.7622073097524344,0.7442314186415424,0.5926501344988679,0.7270838782587181,0.9043320935458339
0.8477773666381836,0.7856419419211742,0.7449577803080442,0.5935718883551905,0.7082797876857853,0.9115935323368147
0.8490636444091797,0.7786133182563977,0.7448626334299278,0.5934510861272676,0.7139163779526975,0.9093899415108396
0.8500529098510742,0.7367093051142276,0.7354889191988734,0.5816389673176348,0.7342725698246708,0.895956973827272
0.8512034988403321,0.7950605780327807,0.7514909956673826,0.6019107535945145,0.7124485781885751,0.9152427663724142
0.8458329010009765,0.8116853800502646,0.7487237530470695,0.5983680700967021,0.6948267348355837,0.9203989066644588
0.84963134765625,0.78361092339086,0.7467898625602397,0.5959015493490105,0.7132738667362665,0.9111448461720156
0.8473822021484375,0.8005527940120408,0.7480251245299228,0.5974761468348658,0.7019661439447965,0.9166702478895239
0.8486944961547852,0.7777010719803698,0.7441750128013014,0.5925786000335068,0.7134200558226044,0.909035931569108
0.8583319854736328,0.8005858219915926,0.7618046074576372,0.6152539510694176,0.7266070042290631,0.9180073714629214
0.8561448669433593,0.7889936752093198,0.7563355360691091,0.608150797907769,0.7262735186278341,0.913788901323822
0.852611083984375,0.8036235872618767,0.7552474326303816,0.6067450290352504,0.7123648297498053,0.9183739670114972
0.8583871841430664,0.8347863622214916,0.7693812310497781,0.6251986809091965,0.7134803691696219,0.9301095063051867
0.8537687683105468,0.7879363754394237,0.7530544451325939,0.6039192667178399,0.7211300306064248,0.9131339533372993
0.8518035125732422,0.7832861707266142,0.749453650484127,0.599300978147883,0.7184227781261124,0.911314689134725
0.8593880462646485,0.7901218840291924,0.7607734618741462,0.6139099175722166,0.7335272022416238,0.914571133499388
0.8520487213134765,0.8127537340827045,0.7566291040029638,0.6085304927426638,0.707755141522995,0.9215084165251042
0.8436399841308594,0.7986394629353947,0.7429751663967799,0.5910584632342275,0.694564762574373,0.9155392142088894
0.8442773056030274,0.7797823739244506,0.7391739353924409,0.5862616233449409,0.7025856425153304,0.9091525586609006
0.8467490768432617,0.7822035270377151,0.7428395413952266,0.5908868166436348,0.707247670257624,0.9102954236009957
0.8592091369628906,0.7996569943217489,0.7627197579794867,0.6164486686815138,0.7290442209858352,0.9177930330558703
0.8515507507324219,0.8213334595136961,0.7579416316771802,0.610230284669026,0.7036340334742269,0.9245062221958679
0.8589948654174805,0.8044349970942118,0.7635217374420274,0.6174970968454284,0.7265687268398845,0.9194125633990031
0.8592190551757812,0.792634032596324,0.7611324114565682,0.614377531945485,0.7320390155402547,0.9154000999096875
0.8519510269165039,0.7971726162190567,0.752924233213412,0.6037517954129725,0.7133296903197167,0.9160613147547276
0.8455113983154297,0.7773929007099398,0.74011512688638,0.5874466331652148,0.7062488725017302,0.9085117849274087
0.8468563461303711,0.7869298983156134,0.7441219978830276,0.5925113718280736,0.7057311948569015,0.9119128911017276
0.851242561340332,0.7834428177153454,0.7487811859183255,0.5984414376536445,0.7170566576159714,0.9112954606270833
0.8573016738891601,0.7927185572623606,0.7586837849803589,0.6111930028790886,0.7274512166518051,0.9151943002952307
0.8494086456298828,0.838714130434636,0.7591530001136007,0.6118022610225933,0.6933785277337837,0.930609078376511
0.8608401107788086,0.8193272456700655,0.7691648440167039,0.6249129627778868,0.7247903584066882,0.9248286686030736
0.8551421737670899,0.8552743593818942,0.7696633006252346,0.6255712773717662,0.6996317231532068,0.937387489792212
0.8482649612426758,0.8334498749183231,0.7566093260281839,0.608504906676929,0.692741493975018,0.92854363336932
0.8587602615356446,0.8032943859309974,0.7629649333567646,0.6167690423094578,0.7264913811748659,0.9189910215487936
0.85611083984375,0.7614149078593515,0.7496744147030232,0.5995833593415277,0.7382904842231575,0.904664781846472
0.849424057006836,0.8383614724978711,0.759094812302145,0.6117266813191656,0.6935225958461528,0.9304800773085878
0.8553845977783203,0.7797400441873924,0.7531761510853852,0.6040758297501608,0.7283625667294993,0.9105860895605733
0.8582354736328125,0.8084021292666589,0.7634401784890179,0.6173904126661273,0.7232161281339634,0.9207003541820673
0.8533274459838868,0.8150171617425993,0.7587334218892274,0.6112574327458584,0.7097212442850841,0.9224569620695232
0.8556857299804688,0.8314743973168879,0.7652979864242895,0.6198240369009994,0.7088788604771841,0.9286201866952845
0.8519092178344727,0.8074503842232487,0.7552474190594771,0.6067450115177263,0.7093845666256406,0.9196260600988668
0.8474052810668945,0.7861248244630291,0.7446105175025584,0.5931310783496833,0.7072609186062024,0.9117096381049902
0.8505612182617187,0.8116615190201394,0.754533283723439,0.6058237236392688,0.7049181095601114,0.9209487646557598
0.852506103515625,0.7670599962011083,0.7464030747003213,0.5954091459835783,0.7268295586623357,0.906018097930589
0.8567497634887695,0.8574128199518115,0.7720755062830353,0.6287646432932854,0.7021875823188996,0.9383501009929801
0.8649446868896484,0.7908844933366388,0.7682060133762981,0.6236481276239383,0.7467918816476066,0.9155044556815216
0.8584651565551757,0.8013482964909592,0.7621478303163303,0.6157018172138402,0.7266037291655105,0.9182854522952831
0.8614007186889648,0.8283814955419642,0.7718220719386888,0.6284285479360602,0.7224924380968013,0.9281134520199764
0.8538180923461914,0.8340400646917013,0.7635372274796984,0.6175173603677275,0.7040248033138451,0.9293558641754629
0.8617905807495118,0.8383780538916868,0.7744201778512468,0.6318806526150955,0.7195290136016407,0.9317687180677356
0.8591526031494141,0.8142235465767982,0.7658993097503204,0.6206133063545779,0.7229898033533791,0.9228414469816122
0.8593124771118164,0.8014802736010864,0.7632643878109409,0.6171605153828634,0.7285270315112344,0.9184313535207439
0.839390983581543,0.7491147490419526,0.7252511654055239,0.5689365196683951,0.7028610270130249,0.8983490427941706
0.8610172271728516,0.8094193910368535,0.7672251533687456,0.6223562684340175,0.7292120458103101,0.9213750782582474
0.8475745391845703,0.808021970481614,0.7500080082685373,0.6000102506493996,0.6997665175767935,0.9193102018468828
0.8616397857666016,0.8129796724244546,0.768806985069147,0.6244406650669028,0.7291871086252883,0.922686945571266
0.850546989440918,0.7670466502012078,0.7438939816454198,0.5922222891821456,0.722098049418125,0.9057504622382695
0.8505584716796875,0.8231808694393183,0.7571306510774789,0.609179598590839,0.7008925758255578,0.9250587883271125
0.8582451248168945,0.763097177887215,0.7528791986464021,0.6036938826048313,0.7429312441136355,0.905494760554073
0.8584016418457031,0.7985127433403798,0.7614231533785611,0.6147564888327709,0.7276261288601622,0.9173043354468742
0.8551410675048828,0.8420864893589917,0.7668955157071241,0.6219225746688454,0.7040316355393988,0.9324526966475947
0.8598926544189454,0.7953421921114895,0.7626213350023642,0.6163200939009412,0.7324864029407664,0.9164014165055195
0.8623293304443359,0.8032551567797747,0.7675537480036677,0.6227888208190614,0.7348908531171424,0.9193961510033396
